devittes,sog,faceoff_win_rate,on_keeper_sog_faced,expected_goals_allowed,player,faceoffs_taken,usage_adjusted_EGA,EGA_per_game,shooting_pct,EGA,excess_saves,games_appeared_in,share_of_team_assists,save_pct,turnover_rate,faceoff_EGA,faceoff_wins,team_play_shares,penalties,caused_turnovers,excess_saves_per_sog,goals_allowed,excess_goals_scored,team_ID,assists,goals,offensive_EGA,excess_goals_per_shot,sog_faced,ID,turnovers,team_listed_role,shots_faced,defensive_EGA,faceoff_losses,weighted_team_play_shares,expected_goals_scored,on_keeper_rate_faced,sog_rate,seasons_played,sog_rate_faced,gbs,shots
0.0,0.0,,,,Jordan Remer,0.0,0.192787,0.064973,0.0,0.64973,,10.0,0.0,,0.0,0.0,0,0.016851,13.0,6.0,,,-0.397403,93,0.0,0.0,0.221379,-0.397403,,17387,0.0,D,,0.428351,0,0.0198297,0.397403,,0.0,2.0,,12.0,1.0
-12.0,0.0,,,,Dani MLKVY,81.0,0.799572,1.43157,,21.4735,,15.0,0.0,,0.169518,17.0918,81,0.0895208,20.0,21.0,,,,93,0.0,0.0,-2.11059,,,8810,12.0,M,,6.49224,0,0.0669005,,,,3.0,,36.0,0.0
5.0,25.0,,,,Kylie Gioia,0.0,1.39431,0.969188,0.451613,14.5378,,15.0,0.0655738,,0.291293,0.0,0,0.0347551,3.0,2.0,,,-2.50288,93,4.0,14.0,12.6737,-0.080738,,19966,13.0,A,,1.8641,0,0.042177,16.5029,,0.806452,1.0,,12.0,31.0
7.0,27.0,,,,Anna PLATOU,7.0,0.875982,0.793412,0.27027,11.9012,,15.0,0.0655738,,0.131237,1.47707,7,0.045287,14.0,5.0,,,-8.748,93,4.0,10.0,11.3524,-0.236432,,10297,7.0,M,,-0.928313,0,0.0504088,18.748,,0.72973,4.0,,10.0,37.0
-2.0,1.0,,,,Alyssa Fizer,13.0,0.990406,0.26077,0.0,2.86848,,11.0,0.0163934,,0.293062,2.74314,13,0.0131648,3.0,0.0,,,-1.03646,93,1.0,0.0,0.239245,-0.518232,,17388,3.0,M,,-0.113906,0,0.00967441,1.03646,,0.5,2.0,,3.0,2.0
-1.0,1.0,,,,Andie Pomeroy,1.0,1.29663,0.0955912,1.0,0.573547,,6.0,0.0,,0.530303,0.21101,1,0.00368615,2.0,1.0,,,0.482153,93,0.0,1.0,0.663218,0.482153,,19967,2.0,M,,-0.300681,0,0.00356426,0.517847,,1.0,1.0,,0.0,1.0
-1.0,1.0,,,,Sydney Ballew,0.0,-0.282014,-0.095044,0.0,-0.855396,,9.0,0.0,,0.0487013,0.0,0,0.016851,14.0,6.0,,,-0.500042,93,0.0,0.0,-0.164458,-0.500042,,17390,1.0,M,,-0.690938,0,0.0194054,0.500042,,1.0,2.0,,9.0,1.0
,,,,,Lindsay Sparago,,,,,,,,,,,,,,,,,,,93,,,,,,19969,,M,,,,,,,,1.0,,,
-1.0,0.0,,,,Kate BROCATO,0.0,-17.856,-0.188057,,-0.188057,,1.0,0.0,,1.67045,0.0,0,0.000526593,0.0,0.0,,,,93,0.0,0.0,-0.188057,,,8824,1.0,G,,0.0,0,0.000565755,,,,4.0,,0.0,0.0
1.0,11.0,,,,Peyton MOTTICE,2.0,1.18262,0.572939,0.5,7.44821,,13.0,0.0491803,,0.305571,0.422021,2,0.0242233,8.0,5.0,,,-0.101386,93,3.0,7.0,7.47097,-0.00724186,,8812,9.0,M,,-0.444784,0,0.0278351,7.10139,,0.785714,3.0,,4.0,14.0
0.0,0.0,,,,Lindsey Durkota,0.0,2.37515,0.0750443,,0.150089,,2.0,0.0,,0.0,0.0,0,0.00157978,1.0,1.0,,,,93,0.0,0.0,0.0,,,17389,0.0,M,,0.150089,0,0.0018387,,,,2.0,,1.0,0.0
-18.0,0.0,,,,Sophia FINOTTI,30.0,-0.188397,-0.273815,,-4.38104,,16.0,0.0,,0.250568,6.33031,30,0.0726698,50.0,15.0,,,,93,0.0,0.0,-3.23893,,,8822,18.0,D,,-7.47242,0,0.0678906,,,,3.0,,18.0,0.0
,,,,,Sophie Fields,,,,,,,,,,,,,,,,,,,93,,,,,,19965,,D,,,,,,,,1.0,,,
-7.0,23.0,,,,Morgan BATES,13.0,0.84614,0.704003,0.166667,10.56,,15.0,0.0163934,,0.291489,2.74314,13,0.0416008,4.0,6.0,,,-10.0522,93,1.0,5.0,5.65135,-0.335075,,8829,13.0,M,,2.16556,0,0.0421487,15.0522,,0.766667,3.0,,11.0,30.0
,,,,,Emily Wurzel,,,,,,,,,,,,,,,,,,,93,,,,,,17391,,A,,,,,,,,2.0,,,
-2.0,0.0,,,,Grace Hirschmann,1.0,-0.244512,-0.123608,,-1.85412,,15.0,0.0,,0.0664858,0.21101,1,0.0252765,22.0,9.0,,,,93,0.0,0.0,-0.346895,,,17392,2.0,D,,-1.71824,0,0.0284292,,,,2.0,,12.0,0.0
18.0,26.0,,,,Grace WEHLAND,1.0,1.739,1.42856,0.526316,21.4285,,15.0,0.114754,,0.171036,0.21101,1,0.0410742,9.0,3.0,,,0.811171,93,7.0,20.0,22.4307,0.0213466,,10086,9.0,M,,-1.21322,0,0.0497299,19.1888,,0.684211,3.0,,7.0,38.0
17.0,91.0,,,,Ava Goeller,40.0,1.2944,3.93978,0.328125,63.0365,,16.0,0.245902,,0.2331,8.44042,40,0.152185,19.0,14.0,,,-21.5387,93,15.0,42.0,53.492,-0.168271,,20827,40.0,M,,1.10406,0,0.162174,63.5387,,0.710938,2.0,,25.0,128.0
-3.0,19.0,,,,Elizabeth Murphy,1.0,0.953364,1.16472,0.387097,18.6355,,16.0,0.311475,,0.405537,0.21101,1,0.0610848,9.0,3.0,,,-3.8439,93,19.0,12.0,17.0623,-0.123997,,17393,34.0,A,,1.36222,0,0.079234,15.8439,,0.612903,2.0,,17.0,31.0
1.0,0.0,,16.0,8.16853,Alecia Nicholas,0.0,0.462602,0.0773151,,0.541206,-1.83147,7.0,0.00689655,0.375,0.0,0.0,0,0.00835655,0.0,0.0,-0.114467,10.0,,94,1.0,0.0,0.5,,16.0,19970,0.0,G,22.0,0.0412058,0,0.0061631,,,,1.0,0.7273,1.0,0.0
-3.0,2.0,,,,Emily Nalls,44.0,0.745919,1.03057,0.5,15.4586,,15.0,0.00689655,,0.0908293,9.28446,44,0.0690808,19.0,17.0,,,-0.010272,94,1.0,1.0,0.651865,-0.00513601,,8696,5.0,D,,5.52226,0,0.0589146,1.01027,,1.0,3.0,,35.0,2.0
-1.0,0.0,,,,Bailey Horne,1.0,-1.92627,-0.128776,,-0.515103,,4.0,0.0,,0.333096,0.21101,1,0.00334262,2.0,0.0,,,,94,0.0,0.0,-0.188057,,,9669,1.0,M,,-0.538056,0,0.00321299,,,,3.0,,1.0,0.0
63.0,81.0,,,,Jamie Ortega,1.0,2.12106,4.06488,0.546392,60.9732,,15.0,0.206897,,0.176709,0.21101,1,0.0958217,12.0,7.0,,,-3.94945,94,30.0,53.0,61.3462,-0.040716,,8694,20.0,A,,-0.584028,0,0.12113,56.9494,,0.835052,5.0,,5.0,97.0
-1.0,0.0,,,,Julia Dorsey,7.0,0.130199,0.0681823,,0.681823,,10.0,0.0,,0.0404868,1.47707,7,0.0261838,18.0,6.0,,,,94,0.0,0.0,-0.158838,,,8695,1.0,M,,-0.636412,0,0.0264342,,,,3.0,,14.0,0.0
-2.0,0.0,,,,Gabi Hall,0.0,0.420849,0.15943,,2.07259,,13.0,0.0,,0.0964225,0.0,0,0.0189415,9.0,7.0,,,,94,0.0,0.0,-0.346895,,,11713,2.0,D,,2.41949,0,0.0221989,,,,3.0,,16.0,0.0
-1.0,0.0,,,,Adair Martin,0.0,-5.15523,-0.22976,,-0.459519,,2.0,0.0,,0.458007,0.0,0,0.00222841,2.0,1.0,,,,94,0.0,0.0,-0.158838,,,19971,1.0,D,,-0.300681,0,0.00233672,,,,1.0,,0.0,0.0
1.0,8.0,,,,Reilly Casey,0.0,2.24063,0.52427,0.375,3.66989,,7.0,0.0275862,,0.428544,0.0,0,0.0116992,1.0,1.0,,,-2.01207,94,4.0,3.0,3.5198,-0.251509,,17405,6.0,A,,0.150089,0,0.0149842,5.01207,,1.0,2.0,,1.0,8.0
-1.0,0.0,,,,Sam Forrest,3.0,2.74646,0.214208,,0.642626,,3.0,0.0,,0.348957,0.633031,3,0.00389972,1.0,0.0,,,,94,0.0,0.0,-0.158838,,,19972,1.0,M,,0.168432,0,0.00306695,,,,1.0,,2.0,0.0
9.0,13.0,,,,Nicole Humphrey,7.0,1.08127,0.578282,0.333333,7.51766,,13.0,0.0344828,,0.0745484,1.47707,7,0.0267409,9.0,4.0,,,-4.27927,94,5.0,6.0,7.3306,-0.237737,,8699,2.0,M,,-1.29001,0,0.0287125,10.2793,,0.722222,3.0,,2.0,18.0
-1.0,0.0,,,,Alyssa Long,2.0,0.433818,0.0628372,,0.43986,,7.0,0.0,,0.149553,0.422021,2,0.00724234,4.0,3.0,,,,94,0.0,0.0,-0.188057,,,17394,1.0,M,,0.205897,0,0.00715621,,,,2.0,,3.0,0.0
-1.0,4.0,,,,Alexa Gentile,0.0,5.82927,0.584551,0.4,1.75365,,3.0,0.0,,0.594171,0.0,0,0.00501393,0.0,1.0,,,-0.824766,94,0.0,2.0,1.5656,-0.164953,,17400,3.0,A,,0.188057,0,0.00540367,2.82477,,0.8,2.0,,0.0,5.0
30.0,49.0,,,,Ally Mastroianni,95.0,1.33498,3.48062,0.522388,52.2093,,15.0,0.0344828,,0.104627,20.046,95,0.130362,33.0,5.0,,,-2.73925,94,5.0,35.0,36.7519,-0.0408844,,8691,10.0,M,,-4.58864,0,0.10229,37.7393,,0.731343,5.0,,16.0,67.0
42.0,40.0,,,,Caitlyn Wurzburger,1.0,1.47127,2.11469,0.480769,31.7204,,15.0,0.213793,,0.155586,0.21101,1,0.0718663,14.0,4.0,,,-4.90606,94,31.0,25.0,31.9572,-0.0943473,,17395,14.0,A,,-0.447851,0,0.0963021,29.9061,,0.769231,2.0,,12.0,52.0
0.0,4.0,,,,Livi Lawton,8.0,0.914602,0.397431,0.4,4.37175,,11.0,0.0137931,,0.199404,1.68808,8,0.021727,8.0,6.0,,,-0.787396,94,2.0,2.0,2.27187,-0.157479,,9666,4.0,M,,0.411793,0,0.0214686,2.7874,,0.8,3.0,,6.0,5.0
38.0,51.0,,,,Scottie Rose Growney,0.0,1.27436,2.07306,0.560606,31.0959,,15.0,0.110345,,0.163769,0.0,0,0.081337,28.0,6.0,,,-0.864006,94,16.0,37.0,36.0658,-0.013091,,8692,15.0,A,,-4.96992,0,0.0980255,37.864,,0.772727,5.0,,10.0,66.0
,,,,,Amelia Sheehan,,,,,,,,,,,,,,,,,,,94,,,,,,17403,,M,,,,,,,,2.0,,,
-1.0,0.0,,,,Maddie Hoffer,0.0,4.25379,0.331772,,0.995317,,3.0,0.0,,0.236391,0.0,0,0.00389972,0.0,3.0,,,,94,0.0,0.0,-0.188057,,,8702,1.0,D,,1.18337,0,0.0045274,,,,6.0,,3.0,0.0
0.0,0.0,,,,Mackenzie Rich,0.0,-19.4274,-0.244369,,-0.244369,,1.0,0.0,,0.0,0.0,0,0.000628931,1.0,0.0,,,,94,0.0,0.0,0.0,,,19973,0.0,A,,-0.244369,0,0.000658133,,,,1.0,,0.0,0.0
-2.0,2.0,,,,Briana Lantuh,0.0,-3.04228,-0.135589,0.0,-0.135589,,1.0,0.0,,0.893672,0.0,0,0.00222841,0.0,0.0,,,-1.30233,94,0.0,0.0,-0.135589,-0.651163,,17396,2.0,A,,0.0,0,0.00239514,1.30233,,1.0,2.0,,0.0,2.0
,,,,,Katherine Thompson,,,,,,,,,,,,,,,,,,,94,,,,,,17397,,M,,,,,,,,2.0,,,
6.0,12.0,,,,Elizabeth Hillman,23.0,1.83484,1.36974,0.529412,13.6974,,10.0,0.0137931,,0.170105,4.85324,23,0.0373259,11.0,3.0,,,-0.38138,94,2.0,9.0,10.1918,-0.0224341,,10533,5.0,M,,-1.34761,0,0.0314581,9.38138,,0.705882,3.0,,5.0,17.0
8.0,17.0,,,,Tayler Warehime,0.0,2.7255,1.06314,0.526316,8.50511,,8.0,0.0275862,,0.187034,0.0,0,0.0195035,2.0,0.0,,,-1.17929,94,4.0,10.0,8.16825,-0.0620681,,10051,6.0,A,,0.336864,0,0.0241655,11.1793,,0.894737,4.0,,4.0,19.0
-4.0,0.0,,,,Emma Trenchard,1.0,0.128181,0.035705,,0.321345,,9.0,0.0,,0.28185,0.21101,1,0.0139276,7.0,6.0,,,,94,0.0,0.0,-0.752229,,,8700,4.0,D,,0.862563,0,0.0151887,,,,5.0,,7.0,0.0
2.0,3.0,,,,Amanda Fedor,1.0,2.23859,0.224483,0.25,1.12242,,5.0,0.00689655,,0.0,0.21101,1,0.00501393,2.0,1.0,,,-1.42456,94,1.0,1.0,1.32066,-0.35614,,9671,0.0,M,,-0.409253,0,0.0055205,2.42456,,0.75,4.0,,0.0,4.0
,,,,,Emily Magalotti,,,,,,,,,,,,,,,,,,,94,,,,,,17398,,D,,,,,,,,2.0,,,
-1.0,0.0,,,,Mason Paradine,0.0,-8.71227,-0.158838,,-0.158838,,1.0,0.0,,1.87341,0.0,0,0.000911577,0.0,0.0,,,,94,0.0,0.0,-0.158838,,,17399,1.0,D,,0.0,0,0.000951068,,,,2.0,,0.0,0.0
,,,,,Liv Pikiell,,,,,,,,,,,,,,,,,,,94,,,,,,19974,,M,,,,,,,,1.0,,,
-1.0,0.0,,225.0,119.371,Taylor Moreno,0.0,0.136435,0.237147,,3.5572,4.37084,15.0,0.0,0.4889,0.0317234,0.0,0,0.0869081,0.0,6.0,0.019426,115.0,,94,0.0,0.0,-0.158838,,236.0,8690,1.0,G,337.0,3.71604,0,0.0337364,,,,5.0,0.7003,25.0,0.0
0.0,0.0,,,,Anna Barton,1.0,16.7753,0.21101,,0.21101,,1.0,0.0,,0.0,0.21101,1,0.000628931,0.0,0.0,,,,94,0.0,0.0,0.0,,,10352,0.0,D,,0.0,0,0.000164533,,,,3.0,,0.0,0.0
0.0,0.0,,,,Ella Little,21.0,0.65654,0.241402,,1.93121,,8.0,0.0,,0.0,4.43122,21,0.0183844,11.0,1.0,,,,94,0.0,0.0,0.0,,,17401,0.0,M,,-2.50001,0,0.0100771,,,,2.0,,0.0,0.0
,,,,,Catherine Olmert,,,,,,,,,,,,,,,,,,,94,,,,,,19975,,G,,,,,,,,1.0,,,
5.0,10.0,,,,Brooklyn Neumen,14.0,1.4271,0.74734,0.538462,10.4628,,14.0,0.0137931,,0.179171,2.95415,14,0.0261838,6.0,1.0,,,-0.508755,94,2.0,7.0,7.34197,-0.039135,,8701,4.0,M,,0.166647,0,0.023893,7.50875,,0.769231,4.0,,7.0,13.0
0.0,0.0,,,,McKenna Harden,0.0,-8.78612,-0.293687,,-0.293687,,1.0,0.0,,0.0,0.0,0,0.00167131,1.0,0.0,,,,94,0.0,0.0,0.0,,,19976,0.0,D,,-0.293687,0,0.00189859,,,,1.0,,1.0,0.0
0.0,0.0,,3.0,1.48021,Stella Harrison,0.0,-1.05902,-0.0235993,,-0.0235993,-0.519785,1.0,0.0,0.3333,0.0,0.0,0,0.00111421,0.0,0.0,-0.173262,2.0,,94,0.0,0.0,0.0,,3.0,17404,0.0,G,3.0,-0.0235993,0,0.000613389,,,,2.0,1.0,0.0,0.0
-5.0,0.0,,,,Brooklyn Walker-Welch,1.0,0.417385,0.223226,,3.12516,,14.0,0.00689655,,0.212409,0.21101,1,0.0267409,10.0,16.0,,,,94,1.0,0.0,-0.540686,,,19977,6.0,D,,3.45483,0,0.0302313,,,,1.0,,14.0,0.0
7.0,2.0,,,,Melissa Sconone,0.0,4.33399,0.724343,0.5,5.0704,,7.0,0.0551724,,0.2369,0.0,0,0.00835655,0.0,0.0,,,-0.0247993,94,8.0,2.0,5.0704,-0.00619984,,9665,3.0,A,,0.0,0,0.013553,2.0248,,0.5,3.0,,0.0,4.0
13.0,29.0,,,,Olivia Dirks,23.0,1.12631,1.31769,0.470588,19.7653,,15.0,0.0275862,,0.132962,4.85324,23,0.0584958,20.0,3.0,,,-3.16536,94,4.0,16.0,17.2699,-0.0930988,,9026,7.0,M,,-2.35784,0,0.0563442,19.1654,,0.852941,3.0,,12.0,34.0
,,,,,Brooke Baker,,,,,,,,,,,,,,,,,,,94,,,,,,17406,,M,,,,,,,,2.0,,,
37.0,54.0,,,,Andie Aldave,7.0,1.66971,2.04644,0.578125,30.6967,,15.0,0.0482759,,0.108496,1.47707,7,0.0612813,9.0,2.0,,,-1.10011,94,7.0,37.0,28.6566,-0.0171893,,8081,7.0,A,,0.562937,0,0.0690501,38.1001,,0.84375,5.0,,13.0,64.0
27.0,32.0,,,,Sam Geiersbach,1.0,2.00886,1.72348,0.540541,24.1288,,14.0,0.144828,,0.258813,0.21101,1,0.0428969,2.0,0.0,,,-1.61552,94,21.0,20.0,24.9179,-0.0436627,,9566,14.0,A,,-1.00017,0,0.0578923,21.6155,,0.864865,5.0,,0.0,37.0
17.0,31.0,,,,Olivia Adamson,0.0,1.72974,1.04395,0.526316,17.7471,,17.0,0.0530303,,0.213094,0.0,0,0.0301764,7.0,0.0,,,-1.72521,96,7.0,20.0,19.3006,-0.0454004,,20494,10.0,,,-1.5535,0,0.0363077,21.7252,,0.815789,1.0,,2.0,38.0
19.0,47.0,,,,Sam Swart,3.0,1.1401,1.49261,0.4,25.3744,,17.0,0.0984849,,0.175632,0.633031,3,0.0654596,20.0,6.0,,,-8.84373,96,13.0,24.0,25.5524,-0.147395,,9081,18.0,M,,-0.810984,0,0.0777152,32.8437,,0.783333,5.0,,18.0,60.0
,,,,,Ashley Peck,,,,,,,,,,,,,,,,,,,96,,,,,,20495,,,,,,,,,,1.0,,,
,,,,,Katelyn Mashewske,,,,,,,,,,,,,,,,,,,96,,,,,,9090,,M,,,,,,,,3.0,,,
-4.0,0.0,,,,Katie Goodale,7.0,-0.162692,-0.173719,,-2.77951,,16.0,0.0151515,,0.0809574,1.47707,7,0.053389,51.0,23.0,,,,96,2.0,0.0,-0.099124,,,19405,6.0,D,,-4.15746,0,0.0573408,,,,2.0,,23.0,0.0
,,,,,Caroline Rehder,,,,,,,,,,,,,,,,,,,96,,,,,,20499,,,,,,,,,,1.0,,,
,,,,,Samantha McKenna,,,,,,,,,,,,,,,,,,,96,,,,,,20500,,,,,,,,,,1.0,,,
12.0,22.0,,,,Natalie Smith,7.0,0.81777,0.804861,0.4,13.6826,,17.0,0.0681818,,0.124891,1.47707,7,0.0492108,30.0,6.0,,,-3.89108,96,9.0,12.0,16.6987,-0.129703,,19148,9.0,M,,-4.49308,0,0.0557548,15.8911,,0.733333,2.0,,12.0,30.0
,,,,,Mckenzie Olsen,,,,,,,,,,,,,,,,,,,96,,,,,,20501,,,,,,,,,,1.0,,,
74.0,89.0,,,,Meaghan Tyrrell,0.0,2.15421,3.86038,0.636364,65.6265,,17.0,0.227273,,0.130008,0.0,0,0.0896007,23.0,6.0,,,6.50242,96,30.0,63.0,67.2784,0.065681,,9082,19.0,A,,-1.65186,0,0.113071,56.4976,,0.89899,4.0,,15.0,99.0
19.0,38.0,,,,Megan Carney,0.0,2.07567,2.08146,0.5625,24.9775,,12.0,0.113636,,0.286221,0.0,0,0.0501393,12.0,0.0,,,0.40745,96,15.0,27.0,26.7701,0.00848854,,9086,23.0,A,,-1.79266,0,0.0621721,26.5926,,0.791667,4.0,,8.0,48.0
28.0,44.0,,,,Emma Tyrrell,64.0,2.08588,3.85413,0.535714,46.2496,,12.0,0.151515,,0.19756,13.5047,64,0.0923863,18.0,7.0,,,-0.0738697,96,20.0,30.0,33.8125,-0.0013191,,9091,22.0,M,,-1.06756,0,0.0861577,30.0739,,0.785714,3.0,,11.0,56.0
-3.0,1.0,,,,Sarah Cooper,36.0,0.250824,0.298101,0.5,5.06772,,17.0,0.0151515,,0.0877941,7.59638,36,0.0594243,43.0,17.0,,,0.00843912,96,2.0,1.0,0.703555,0.00421956,,9080,6.0,D,,-3.23221,0,0.0528756,0.991561,,0.5,4.0,,21.0,2.0
,,,,,Courtney Carollo,,,,,,,,,,,,,,,,,,,96,,,,,,10331,,D,,,,,,,,3.0,,,
,,,,,Kenzie Harris,,,,,,,,,,,,,,,,,,,96,,,,,,10127,,A,,,,,,,,3.0,,,
-3.0,0.0,,,,Hallie Simkins,0.0,-0.909422,-0.363093,,-5.80949,,16.0,0.0,,0.103591,0.0,0,0.0199629,30.0,2.0,,,,96,0.0,0.0,-0.505733,,,10130,3.0,D,,-5.30376,0,0.0219603,,,,3.0,,8.0,0.0
-1.0,0.0,,,,Evan Johnston,0.0,5.31039,0.197229,,0.394458,,2.0,0.0,,0.373039,0.0,0,0.00185701,0.0,2.0,,,,96,0.0,0.0,-0.188057,,,20502,1.0,D,,0.582515,0,0.00207403,,,,1.0,,1.0,0.0
5.0,10.0,,,,Sierra Cockerille,9.0,2.78523,1.24133,0.454545,6.20665,,5.0,0.0227273,,0.103284,1.89909,9,0.0222841,10.0,3.0,,,-1.51959,96,3.0,5.0,6.17794,-0.138145,,9085,3.0,M,,-1.87039,0,0.0224727,6.51959,,0.909091,4.0,,5.0,11.0
,,,,,Emma Ward,,,,,,,,,,,,,,,,,,,96,,,,,,18948,,A,,,,,,,,2.0,,,
-4.0,0.0,,,,Bianca Chevarie,5.0,0.00351761,0.00241693,,0.0362539,,15.0,0.0,,0.0831694,1.05505,5,0.0343547,26.0,11.0,,,,96,0.0,0.0,-0.664571,,,9088,4.0,A,,-0.354227,0,0.0372106,,,,3.0,,24.0,0.0
,,,,,Lexi LeDoyen,,,,,,,,,,,,,,,,,,,96,,,,,,11638,,A,,,,,,,,3.0,,,
1.0,13.0,,,,Maddy Baxter,3.0,0.202076,0.138845,0.35,2.36037,,17.0,0.00757576,,0.145546,0.633031,3,0.0343547,28.0,3.0,,,-3.85057,96,1.0,7.0,6.45293,-0.192529,,18949,7.0,M,,-4.7256,0,0.0372106,10.8506,,0.65,2.0,,10.0,20.0
,,,,,Tate Paulson,,,,,,,,,,,,,,,,,,,96,,,,,,20503,,G,,,,,,,,1.0,,,
45.0,88.0,,,,Emily Hawryschuk,5.0,1.75911,3.39736,0.495652,57.7551,,17.0,0.159091,,0.224063,1.05505,5,0.0965645,20.0,2.0,,,-4.73948,96,21.0,57.0,59.6587,-0.0412128,,9077,33.0,A,,-2.9587,0,0.11395,61.7395,,0.765217,6.0,,10.0,115.0
5.0,18.0,,,,Jenny Markey,10.0,0.621141,0.565226,0.48,9.04361,,16.0,0.0378788,,0.207986,2.1101,10,0.045499,28.0,4.0,,,-1.51128,96,5.0,12.0,12.4446,-0.0604512,,19003,12.0,M,,-5.5111,0,0.0482562,13.5113,,0.72,2.0,,9.0,25.0
0.0,0.0,,,,Lauren Call,0.0,-3.69818,-0.137351,,-0.549405,,4.0,0.0,,0.0,0.0,0,0.00185701,1.0,0.0,,,,96,0.0,0.0,0.0,,,20504,0.0,D,,-0.549405,0,0.00207403,,,,1.0,,1.0,0.0
-4.0,0.0,,58.0,32.6632,Delaney Sweitzer,0.0,0.0132209,0.00515578,,0.0618693,-9.33682,12.0,0.0,0.2759,0.220197,0.0,0,0.0194986,2.0,0.0,-0.16098,42.0,,96,0.0,0.0,-0.72301,,62.0,18474,4.0,,83.0,0.784879,0,0.0140546,,,,2.0,0.747,8.0,0.0
-6.0,0.0,,238.0,127.704,Kimber Hower,0.0,0.116894,0.151951,,2.58317,-21.2961,17.0,0.0,0.3739,0.154173,0.0,0,0.0649954,0.0,3.0,-0.0894795,149.0,,96,0.0,0.0,-1.04069,,245.0,9667,6.0,G,326.0,3.62385,0,0.03011,,,,3.0,0.7515,25.0,0.0
-3.0,0.0,,,,Tessa Queri,5.0,0.403393,0.179785,0.0,2.33721,,13.0,0.0,,0.0983712,1.05505,5,0.0222841,13.0,8.0,,,-0.886872,96,0.0,0.0,-0.0921946,-0.443436,,9344,3.0,,,1.37435,0,0.0235951,0.886872,,0.0,5.0,,16.0,2.0
7.0,22.0,,,,Savannah Sweitzer,0.0,1.11223,0.619629,0.4,8.67481,,14.0,0.0151515,,0.170083,0.0,0,0.0278552,11.0,2.0,,,-4.4639,96,2.0,12.0,9.79767,-0.148797,,8996,7.0,,,-1.12286,0,0.0318425,16.4639,,0.733333,3.0,,7.0,30.0
-4.0,0.0,,204.0,107.702,SOPHIA LEROSE,0.0,0.268879,0.348503,,5.57604,-14.2978,16.0,0.0,0.402,0.0861678,0.0,0,0.0648065,1.0,2.0,-0.0700872,122.0,,98,0.0,0.0,-0.69379,,210.0,10090,4.0,G,259.0,6.26983,0,0.0361957,,,,4.0,0.8108,39.0,0.0
,,,,,Alexis Joseph,,,,,,,,,,,,,,,,,,,98,,,,,,8266,,D,,,,,,,,4.0,,,
16.0,19.0,,,,Caroline DeBellis,1.0,1.76944,0.716693,0.619048,11.4671,,16.0,0.0629921,,0.151152,0.21101,1,0.020252,2.0,3.0,,,0.352451,98,8.0,13.0,11.0729,0.0167834,,8252,5.0,A,,0.183199,0,0.0257928,12.6475,,0.904762,3.0,,3.0,21.0
1.0,1.0,,,,Mattie Shearer,2.0,6.04743,0.544323,0.0,2.17729,,4.0,0.00787402,,0.0,0.422021,2,0.00450045,0.0,2.0,,,-1.5501,98,1.0,0.0,0.966357,-0.5167,,19985,0.0,M,,0.788916,0,0.0048436,1.5501,,0.333333,1.0,,2.0,3.0
54.0,79.0,,,,Katie DeSimone,1.0,1.72473,3.12036,0.53,53.0461,,17.0,0.173228,,0.148221,0.21101,1,0.090459,26.0,10.0,,,-2.47466,98,22.0,53.0,54.8221,-0.0247466,,17423,21.0,A,,-1.98709,0,0.110472,55.4747,,0.79,2.0,,17.0,100.0
-2.0,8.0,,,,Virginia Oursler,6.0,0.679064,0.14058,0.25,1.68696,,12.0,0.0,,0.341297,1.26606,6,0.010351,3.0,0.0,,,-2.98467,98,0.0,2.0,1.20333,-0.373084,,10091,4.0,M,,-0.782425,0,0.00913841,4.98467,,1.0,3.0,,1.0,8.0
0.0,2.0,,,,Hannah Thurston,1.0,1.12154,0.0504742,0.0,0.201897,,4.0,0.0,,0.0,0.21101,1,0.00225023,1.0,1.0,,,-1.27475,98,0.0,0.0,0.0471986,-0.637376,,10449,0.0,M,,-0.0563121,0,0.00207583,1.27475,,1.0,3.0,,0.0,2.0
14.0,29.0,,,,Katie Keller,21.0,0.825131,0.876377,0.583333,14.8984,,17.0,0.00787402,,0.122394,4.43122,21,0.0531053,34.0,6.0,,,0.617096,98,1.0,21.0,17.4812,0.0171416,,17430,8.0,M,,-7.014,0,0.0509651,20.3829,,0.805556,2.0,,7.0,36.0
-2.0,3.0,,,,Izzy Marsh,0.0,3.95441,0.605086,0.285714,2.42034,,4.0,0.00787402,,0.43341,0.0,0,0.00765077,0.0,2.0,,,-1.84784,98,1.0,2.0,1.63143,-0.263977,,17424,5.0,A,,0.788916,0,0.00899525,3.84784,,0.428571,2.0,,2.0,7.0
12.0,24.0,,,,Eva Greco,1.0,1.25953,0.827594,0.4,13.2415,,16.0,0.11811,,0.274615,0.21101,1,0.0328533,8.0,1.0,,,-4.92076,98,15.0,12.0,14.6403,-0.164025,,10508,15.0,A,,-1.60981,0,0.0425902,16.9208,,0.8,4.0,,2.0,30.0
20.0,36.0,,,,Anna Callahan,1.0,1.79884,1.31148,0.454545,22.2952,,17.0,0.0472441,,0.108991,0.21101,1,0.0364536,17.0,1.0,,,-4.34962,98,6.0,20.0,24.812,-0.098855,,8260,6.0,A,,-2.72782,0,0.0429243,24.3496,,0.818182,4.0,,6.0,44.0
