status,league,pregame_home_wp,away_ID,traversals_70_30,tension_game_score,home_ID,elo_transfer,home_score,game_date,away_score,ID
completedFromNCAA,NCAA D1 Women,0.935516,97,1,159.0,110,2.819,15,2022-02-12,6,10656
completedFromLiveStats,NCAA D1 Women,0.705506,184,3,77.0,110,22.103,12,2022-02-18,13,10657
completedFromNCAA,NCAA D1 Women,0.954495,166,1,125.0,110,2.479,20,2022-02-20,2,10658
completedFromNCAA,NCAA D1 Women,0.904137,110,1,154.0,94,3.914,17,2022-02-27,10,10659
completedFromNCAA,NCAA D1 Women,0.861626,161,1,131.0,110,7.436,21,2022-03-17,8,10661
completedFromNCAA,NCAA D1 Women,0.93893,201,1,127.0,110,3.4,22,2022-03-25,4,10662
completedFromNCAA,NCAA D1 Women,0.145046,110,1,149.0,113,70.675,5,2022-04-01,18,10663
completedFromNCAA,NCAA D1 Women,0.965225,112,1,102.0,110,1.825,23,2022-04-09,6,10665
completedFromNCAA,NCAA D1 Women,0.00484578,110,1,107.0,114,69.153,3,2022-04-16,26,10666
completedFromNCAA,NCAA D1 Women,0.999974,203,1,124.0,110,0.001,25,2022-04-18,0,10667
completedFromNCAA,NCAA D1 Women,0.0560951,110,1,167.0,111,65.471,7,2022-04-23,20,10668
completedFromNCAA,NCAA D1 Women,0.790482,95,0,151.0,110,91.403,5,2022-03-13,20,10669
completedFromNCAA,NCAA D1 Women,0.823887,110,1,85.0,157,18.826,9,2022-04-03,10,10670
completedFromNCAA,NCAA D1 Women,0.381586,189,0,125.0,112,11.686,14,2022-02-20,13,10671
completedFromNCAA,NCAA D1 Women,0.359006,139,0,147.0,112,34.484,14,2022-02-24,8,10672
completedFromNCAA,NCAA D1 Women,0.769404,200,0,143.0,112,44.288,14,2022-02-27,18,10673
completedFromNCAA,NCAA D1 Women,0.185187,112,1,187.0,205,73.073,9,2022-03-05,22,10674
completedFromNCAA,NCAA D1 Women,0.796381,135,1,146.0,112,13.197,16,2022-03-08,5,10675
completedFromNCAA,NCAA D1 Women,0.74876,129,2,67.0,112,22.456,11,2022-03-12,12,10676
completedFromNCAA,NCAA D1 Women,0.0163298,112,1,124.0,115,72.226,2,2022-03-15,23,10677
completedFromNCAA,NCAA D1 Women,0.395814,112,0,105.0,126,46.938,8,2022-03-17,12,10678
completedFromNCAA,NCAA D1 Women,0.982381,136,1,114.0,112,0.814,18,2022-03-20,8,10679
completedFromNCAA,NCAA D1 Women,0.622909,133,1,129.0,112,19.658,18,2022-03-26,10,10680
completedFromNCAA,NCAA D1 Women,0.180576,112,1,135.0,114,62.655,10,2022-04-02,19,10681
completedFromNCAA,NCAA D1 Women,0.998915,203,1,130.0,112,0.065,21,2022-04-16,2,10682
completedFromNCAA,NCAA D1 Women,0.578977,112,0,129.0,113,33.079,14,2022-04-23,16,10683
scheduled,NCAA D1 Women,0.543612,111,,,112,,,2022-04-30,,10684
completedFromLiveStats,NCAA D1 Women,0.650677,113,0,109.0,125,14.593,13,2022-02-19,8,10685
completedFromNCAA,NCAA D1 Women,0.0475572,113,1,115.0,135,59.73,5,2022-02-25,15,10686
completedFromNCAA,NCAA D1 Women,0.180877,113,3,50.0,150,18.863,14,2022-02-27,15,10687
completedFromLiveStats,NCAA D1 Women,0.809606,113,1,88.0,117,8.846,12,2022-03-04,4,10688
completedFromNCAA,NCAA D1 Women,0.15192,113,0,177.0,124,42.076,11,2022-03-09,7,10689
completedFromNCAA,NCAA D1 Women,0.455971,192,0,129.0,113,41.097,8,2022-03-11,11,10690
completedFromNCAA,NCAA D1 Women,0.902552,139,1,126.0,113,4.915,19,2022-03-18,7,10691
completedFromNCAA,NCAA D1 Women,0.00105071,113,1,93.0,203,59.145,3,2022-04-09,20,10692
completedFromNCAA,NCAA D1 Women,0.616893,113,0,171.0,144,25.68,16,2022-04-10,8,10693
completedFromNCAA,NCAA D1 Women,0.472303,97,0,129.0,113,73.991,6,2022-04-13,17,10694
completedFromNCAA,NCAA D1 Women,0.592352,111,0,140.0,113,62.898,11,2022-04-16,18,10695
scheduled,NCAA D1 Women,0.0968975,113,,,114,,,2022-04-30,,10696
completedFromNCAA,NCAA D1 Women,0.267545,137,0,94.0,114,69.784,8,2022-02-12,19,10697
completedFromNCAA,NCAA D1 Women,0.129106,166,1,58.0,114,18.412,10,2022-02-17,11,10698
completedFromNCAA,NCAA D1 Women,0.246461,139,0,51.0,114,24.677,15,2022-02-27,13,10699
completedFromNCAA,NCAA D1 Women,0.0921973,114,1,145.0,136,67.029,4,2022-03-02,16,10700
completedFromNCAA,NCAA D1 Women,0.484319,180,0,112.0,114,53.525,8,2022-03-13,13,10701
completedFromNCAA,NCAA D1 Women,0.032037,163,0,141.0,114,66.886,17,2022-03-16,12,10702
completedFromNCAA,NCAA D1 Women,0.372075,133,1,72.0,114,31.829,12,2022-03-19,14,10703
completedFromNCAA,NCAA D1 Women,0.946551,114,1,112.0,200,2.399,22,2022-03-27,12,10704
completedFromNCAA,NCAA D1 Women,0.931721,114,1,195.0,111,3.791,22,2022-04-09,9,10705
completedFromNCAA,NCAA D1 Women,0.984964,203,1,114.0,114,0.968,19,2022-04-19,3,10706
completedFromNCAA,NCAA D1 Women,0.366843,192,1,110.0,121,19.137,13,2022-02-16,11,10707
completedFromNCAA,NCAA D1 Women,0.836359,121,6,90.0,199,23.379,9,2022-02-25,10,10708
completedFromNCAA,NCAA D1 Women,0.828719,131,1,131.0,121,5.752,16,2022-03-02,12,10709
completedFromNCAA,NCAA D1 Women,0.405748,121,0,147.0,152,40.653,20,2022-03-05,8,10710
completedFromNCAA,NCAA D1 Women,0.130961,121,1,135.0,151,66.073,8,2022-03-19,19,10711
completedFromNCAA,NCAA D1 Women,0.123128,121,1,147.0,122,42.614,7,2022-03-25,11,10712
completedFromNCAA,NCAA D1 Women,0.00743126,121,1,144.0,118,51.871,7,2022-03-27,16,10713
completedFromNCAA,NCAA D1 Women,0.336753,125,0,163.0,121,25.78,12,2022-04-01,9,10714
completedFromNCAA,NCAA D1 Women,0.743403,121,0,128.0,117,15.333,21,2022-04-03,7,10715
completedFromNCAA,NCAA D1 Women,0.0248461,121,1,144.0,120,57.609,6,2022-04-08,16,10716
completedFromNCAA,NCAA D1 Women,0.915424,124,1,155.0,121,2.937,14,2022-04-10,7,10717
completedFromNCAA,NCAA D1 Women,0.975194,126,1,174.0,121,1.057,18,2022-04-14,8,10718
completedFromNCAA,NCAA D1 Women,0.964034,121,1,131.0,119,1.671,14,2022-04-16,8,10719
completedFromNCAA,NCAA D1 Women,0.989844,123,1,159.0,121,0.579,22,2022-04-23,10,10720
completedFromNCAA,NCAA D1 Women,0.91657,164,1,92.0,123,1.122,14,2022-02-12,13,10721
completedFromNCAA,NCAA D1 Women,0.118177,175,0,50.0,123,20.361,10,2022-02-19,9,10722
completedFromNCAA,NCAA D1 Women,0.273651,123,0,150.0,151,38.053,14,2022-02-23,9,10723
completedFromNCAA,NCAA D1 Women,0.221001,123,0,71.0,195,25.999,11,2022-02-26,9,10724
completedFromNCAA,NCAA D1 Women,0.846674,123,1,149.0,192,6.939,13,2022-03-02,5,10725
completedFromNCAA,NCAA D1 Women,0.581192,165,0,142.0,123,33.439,8,2022-03-05,10,10726
completedFromNCAA,NCAA D1 Women,0.477697,131,0,149.0,123,74.099,3,2022-03-09,14,10727
completedFromNCAA,NCAA D1 Women,0.797999,123,1,116.0,168,4.729,11,2022-03-19,9,10728
completedFromNCAA,NCAA D1 Women,0.0282259,117,1,142.0,123,47.085,8,2022-03-25,14,10729
completedFromNCAA,NCAA D1 Women,0.157397,124,0,104.0,123,17.761,12,2022-03-27,11,10730
completedFromNCAA,NCAA D1 Women,0.605508,126,0,155.0,123,60.123,5,2022-04-01,11,10731
completedFromNCAA,NCAA D1 Women,0.0202113,125,1,125.0,123,59.022,7,2022-04-03,18,10732
completedFromNCAA,NCAA D1 Women,0.13614,123,3,84.0,118,18.48,11,2022-04-08,12,10733
completedFromNCAA,NCAA D1 Women,0.616081,123,0,174.0,122,21.024,18,2022-04-10,9,10734
completedFromNCAA,NCAA D1 Women,0.00107735,119,1,128.0,123,55.53,5,2022-04-14,19,10735
completedFromNCAA,NCAA D1 Women,0.613491,123,1,49.0,120,21.076,10,2022-04-16,11,10736
completedFromNCAA,NCAA D1 Women,0.388687,138,3,87.0,125,26.706,12,2022-02-12,8,10737
completedFromNCAA,NCAA D1 Women,0.868865,137,1,139.0,125,3.681,16,2022-02-23,13,10738
completedFromNCAA,NCAA D1 Women,0.894026,93,1,106.0,125,5.28,15,2022-02-27,4,10739
completedFromNCAA,NCAA D1 Women,0.947009,125,0,155.0,139,62.362,9,2022-03-05,20,10740
completedFromNCAA,NCAA D1 Women,0.658824,125,0,128.0,98,22.883,20,2022-03-20,3,10742
completedFromNCAA,NCAA D1 Women,0.979367,126,1,151.0,125,0.649,15,2022-03-25,10,10743
completedFromNCAA,NCAA D1 Women,0.986827,120,1,121.0,125,0.519,18,2022-03-27,9,10744
completedFromNCAA,NCAA D1 Women,0.981604,122,1,137.0,125,0.739,23,2022-04-08,14,10745
completedFromNCAA,NCAA D1 Women,0.998527,118,1,142.0,125,0.059,18,2022-04-10,5,10746
completedFromNCAA,NCAA D1 Women,0.0414284,125,1,128.0,124,17.25,14,2022-04-14,15,10747
completedFromNCAA,NCAA D1 Women,0.717149,125,1,77.0,117,12.65,15,2022-04-16,11,10748
completedFromNCAA,NCAA D1 Women,0.092652,119,1,75.0,125,28.108,11,2022-04-23,13,10749
completedFromNCAA,NCAA D1 Women,0.839428,118,1,138.0,935,8.262,18,2022-02-11,7,10750
completedFromNCAA,NCAA D1 Women,0.668961,935,0,180.0,122,12.29,19,2022-02-14,15,10751
completedFromNCAA,NCAA D1 Women,0.559587,178,0,145.0,935,29.014,19,2022-02-18,6,10752
completedFromNCAA,NCAA D1 Women,0.955519,935,0,76.0,202,25.67,10,2022-04-18,11,10753
completedFromNCAA,NCAA D1 Women,0.307016,166,0,124.0,935,50.942,10,2022-02-27,15,10754
completedFromNCAA,NCAA D1 Women,0.745689,154,3,78.0,935,3.884,12,2022-03-03,11,10755
completedFromNCAA,NCAA D1 Women,0.420671,935,0,154.0,139,24.825,18,2022-03-08,14,10756
completedFromNCAA,NCAA D1 Women,0.882171,204,3,74.0,935,1.636,12,2022-03-12,11,10757
completedFromNCAA,NCAA D1 Women,0.1758,935,3,93.0,116,18.823,20,2022-03-17,21,10758
completedFromNCAA,NCAA D1 Women,0.289673,171,0,106.0,935,39.206,9,2022-03-19,12,10759
completedFromNCAA,NCAA D1 Women,0.139774,176,1,167.0,935,66.373,7,2022-03-23,18,10760
completedFromNCAA,NCAA D1 Women,0.333748,935,0,95.0,129,26.045,12,2022-03-27,9,10761
completedFromNCAA,NCAA D1 Women,0.0994297,202,1,106.0,935,60.102,11,2022-04-02,20,10762
completedFromNCAA,NCAA D1 Women,0.273612,935,4,135.0,154,39.008,14,2022-04-09,17,10763
completedFromNCAA,NCAA D1 Women,0.210946,935,1,81.0,204,18.778,9,2022-04-16,10,10764
completedFromNCAA,NCAA D1 Women,0.780542,116,1,208.0,935,12.391,18,2022-04-23,11,10765
scheduled,NCAA D1 Women,0.936954,935,,,176,,,2022-04-30,,10766
completedFromNCAA,NCAA D1 Women,0.866719,196,1,95.0,170,4.35,14,2022-02-23,10,10767
completedFromNCAA,NCAA D1 Women,0.973752,196,1,136.0,119,1.298,21,2022-02-26,6,10768
completedFromNCAA,NCAA D1 Women,0.524783,196,3,106.0,167,8.212,13,2022-03-05,12,10769
completedFromNCAA,NCAA D1 Women,0.103992,191,1,147.0,196,50.942,7,2022-03-12,13,10770
completedFromNCAA,NCAA D1 Women,0.466479,197,0,138.0,196,57.851,7,2022-03-19,13,10771
completedFromNCAA,NCAA D1 Women,0.995506,196,1,124.0,193,0.214,23,2022-03-26,5,10772
completedFromNCAA,NCAA D1 Women,0.582283,196,0,161.0,194,21.061,19,2022-03-30,12,10773
completedFromNCAA,NCAA D1 Women,0.867233,195,0,143.0,196,47.649,13,2022-04-02,16,10774
completedFromNCAA,NCAA D1 Women,0.425243,196,0,137.0,182,32.299,15,2022-04-06,17,10775
completedFromNCAA,NCAA D1 Women,0.990208,196,1,174.0,199,0.395,16,2022-04-09,6,10776
completedFromNCAA,NCAA D1 Women,0.118545,192,1,76.0,196,18.021,12,2022-04-16,13,10777
completedFromNCAA,NCAA D1 Women,0.74292,196,3,74.0,198,21.981,10,2022-04-23,11,10778
scheduled,NCAA D1 Women,0.880773,196,,,161,,,2022-04-26,,10779
scheduled,NCAA D1 Women,0.353093,190,,,196,,,2022-04-29,,10780
completedFromNCAA,NCAA D1 Women,0.204964,171,0,138.0,178,53.465,8,2022-02-23,14,10781
completedFromNCAA,NCAA D1 Women,0.44094,178,1,118.0,154,47.519,6,2022-02-27,10,10782
completedFromNCAA,NCAA D1 Women,0.136103,202,1,118.0,178,68.384,6,2022-03-04,18,10783
completedFromNCAA,NCAA D1 Women,0.396676,178,0,131.0,134,41.855,17,2022-03-13,5,10784
completedFromNCAA,NCAA D1 Women,0.9298,136,1,113.0,178,2.048,10,2022-03-15,7,10785
completedFromNCAA,NCAA D1 Women,0.70045,116,0,133.0,178,44.129,14,2022-03-19,17,10786
completedFromNCAA,NCAA D1 Women,0.0332349,178,1,154.0,203,58.521,7,2022-03-23,17,10787
completedFromNCAA,NCAA D1 Women,0.407427,180,1,109.0,178,47.088,7,2022-03-26,11,10788
completedFromNCAA,NCAA D1 Women,0.977531,115,1,125.0,178,1.026,21,2022-03-30,5,10789
completedFromNCAA,NCAA D1 Women,0.950984,178,1,157.0,179,2.099,16,2022-04-02,7,10790
completedFromNCAA,NCAA D1 Women,0.434463,182,1,107.0,178,47.436,8,2022-04-09,12,10791
completedFromNCAA,NCAA D1 Women,0.988296,178,1,134.0,175,0.495,18,2022-04-13,7,10792
completedFromNCAA,NCAA D1 Women,0.988607,178,1,120.0,177,0.69,20,2022-04-15,6,10793
completedFromNCAA,NCAA D1 Women,0.940483,183,1,159.0,178,2.36,18,2022-04-23,14,10794
scheduled,NCAA D1 Women,0.556494,178,,,181,,,2022-04-30,,10795
completedFromNCAA,NCAA D1 Women,0.198404,154,0,156.0,205,44.413,14,2022-02-18,9,10796
completedFromNCAA,NCAA D1 Women,0.99737,205,1,137.0,98,0.117,20,2022-02-24,4,10797
completedFromNCAA,NCAA D1 Women,0.399404,116,2,81.0,205,20.235,10,2022-02-27,11,10798
completedFromNCAA,NCAA D1 Women,0.998081,205,1,130.0,117,0.078,19,2022-03-20,6,10799
completedFromNCAA,NCAA D1 Women,0.101783,205,1,160.0,203,64.918,9,2022-03-26,20,10800
completedFromNCAA,NCAA D1 Women,0.976209,205,1,189.0,201,1.429,20,2022-03-30,11,10801
completedFromNCAA,NCAA D1 Women,0.00922227,138,1,136.0,205,61.288,11,2022-04-02,24,10802
completedFromNCAA,NCAA D1 Women,0.75838,136,3,90.0,205,2.869,13,2022-04-06,12,10803
completedFromNCAA,NCAA D1 Women,0.934556,205,1,137.0,133,2.865,16,2022-04-09,7,10804
completedFromNCAA,NCAA D1 Women,0.994451,205,1,106.0,200,0.251,20,2022-04-13,5,10805
completedFromNCAA,NCAA D1 Women,0.0151072,137,1,118.0,205,25.332,12,2022-04-16,14,10806
completedFromNCAA,NCAA D1 Women,0.859981,205,0,143.0,134,60.053,6,2022-04-20,11,10807
completedFromLiveStats,NCAA D1 Women,0.303114,139,1,118.0,205,54.336,14,2022-04-23,20,10808
scheduled,NCAA D1 Women,0.584864,135,,,205,,,2022-04-27,,10809
completedFromNCAA,NCAA D1 Women,0.0538696,140,1,114.0,204,77.65,2,2022-02-11,23,10810
completedFromNCAA,NCAA D1 Women,0.948094,204,1,212.0,176,1.348,17,2022-02-23,9,10811
completedFromNCAA,NCAA D1 Women,0.08304,128,1,164.0,204,66.377,9,2022-02-25,22,10812
completedFromNCAA,NCAA D1 Women,0.0882496,202,1,118.0,204,64.794,6,2022-03-02,18,10813
completedFromNCAA,NCAA D1 Women,0.44813,204,0,139.0,129,29.243,18,2022-03-06,5,10814
completedFromNCAA,NCAA D1 Women,0.39449,154,1,135.0,204,22.705,15,2022-03-16,12,10815
completedFromNCAA,NCAA D1 Women,0.525257,118,3,102.0,204,20.938,17,2022-03-20,18,10816
completedFromNCAA,NCAA D1 Women,0.650766,204,1,157.0,116,14.588,16,2022-03-26,11,10817
completedFromNCAA,NCAA D1 Women,0.0149536,176,1,155.0,204,42.532,8,2022-04-02,13,10818
completedFromNCAA,NCAA D1 Women,0.985956,204,1,126.0,202,0.556,18,2022-04-09,9,10819
completedFromNCAA,NCAA D1 Women,0.629291,204,1,149.0,154,59.442,8,2022-04-23,14,10820
scheduled,NCAA D1 Women,0.433776,116,,,204,,,2022-04-30,,10821
completedFromNCAA,NCAA D1 Women,0.0733834,134,1,133.0,203,56.25,7,2022-02-19,15,10822
completedFromNCAA,NCAA D1 Women,0.0282577,165,1,102.0,203,49.901,8,2022-02-26,15,10823
completedFromNCAA,NCAA D1 Women,0.938966,203,1,115.0,181,2.147,14,2022-03-06,3,10824
completedFromNCAA,NCAA D1 Women,0.551869,203,2,137.0,183,14.59,12,2022-03-08,8,10825
completedFromNCAA,NCAA D1 Women,0.0629223,132,1,124.0,203,73.831,1,2022-03-11,18,10826
completedFromNCAA,NCAA D1 Women,0.385964,136,0,176.0,203,63.483,7,2022-03-13,15,10827
completedFromNCAA,NCAA D1 Women,0.498417,115,0,155.0,203,27.716,17,2022-03-18,8,10828
completedFromNCAA,NCAA D1 Women,0.998044,203,1,143.0,111,0.088,22,2022-04-02,5,10829
completedFromNCAA,NCAA D1 Women,0.978565,188,0,173.0,199,0.829,18,2022-02-11,10,10830
completedFromNCAA,NCAA D1 Women,0.96768,120,1,184.0,199,1.137,14,2022-02-17,8,10831
completedFromNCAA,NCAA D1 Women,0.963488,126,1,136.0,199,1.756,16,2022-02-19,3,10832
completedFromNCAA,NCAA D1 Women,0.334829,199,2,76.0,175,31.493,11,2022-02-23,13,10833
completedFromNCAA,NCAA D1 Women,0.336943,199,0,149.0,148,59.647,6,2022-03-01,13,10834
completedFromNCAA,NCAA D1 Women,0.821063,144,1,123.0,199,2.602,13,2022-03-10,12,10835
completedFromNCAA,NCAA D1 Women,0.979055,198,1,143.0,199,0.945,15,2022-03-19,3,10836
completedFromNCAA,NCAA D1 Women,0.90063,130,0,142.0,199,24.446,12,2022-03-23,13,10837
completedFromNCAA,NCAA D1 Women,0.838917,192,1,121.0,199,5.37,11,2022-03-26,7,10838
completedFromNCAA,NCAA D1 Women,0.00418716,199,1,108.0,195,56.133,5,2022-03-30,17,10839
completedFromNCAA,NCAA D1 Women,0.0238811,199,1,156.0,197,49.848,5,2022-04-02,12,10840
completedFromNCAA,NCAA D1 Women,0.0253941,199,1,109.0,194,38.164,9,2022-04-16,13,10841
completedFromNCAA,NCAA D1 Women,0.983427,190,1,139.0,199,0.737,16,2022-04-20,10,10842
completedFromNCAA,NCAA D1 Women,0.919074,191,0,115.0,199,62.996,9,2022-04-23,14,10843
scheduled,NCAA D1 Women,0.935797,199,,,193,,,2022-04-28,,10844
completedFromNCAA,NCAA D1 Women,0.799138,189,1,43.0,200,5.929,15,2022-02-18,12,10845
completedFromNCAA,NCAA D1 Women,0.12522,184,1,127.0,200,58.244,7,2022-02-20,15,10846
completedFromNCAA,NCAA D1 Women,0.99307,200,1,112.0,94,0.302,20,2022-03-11,7,10847
completedFromNCAA,NCAA D1 Women,0.00577709,200,1,106.0,136,64.589,3,2022-03-25,20,10848
completedFromNCAA,NCAA D1 Women,0.882246,133,1,143.0,200,5.181,21,2022-04-06,13,10850
completedFromNCAA,NCAA D1 Women,0.368876,200,0,159.0,201,76.391,4,2022-04-09,17,10851
completedFromNCAA,NCAA D1 Women,0.982805,134,1,110.0,200,1.039,20,2022-04-16,7,10852
completedFromNCAA,NCAA D1 Women,0.0367124,200,1,110.0,139,63.878,8,2022-04-20,21,10853
completedFromNCAA,NCAA D1 Women,0.705208,200,0,147.0,138,16.03,18,2022-04-23,12,10854
scheduled,NCAA D1 Women,0.782554,137,,,200,,,2022-04-27,,10855
completedFromNCAA,NCAA D1 Women,0.9018,202,0,124.0,95,5.789,24,2022-02-11,5,10856
completedFromNCAA,NCAA D1 Women,0.94501,129,1,216.0,202,1.714,16,2022-02-27,11,10857
completedFromNCAA,NCAA D1 Women,0.197081,140,0,139.0,202,42.9,13,2022-03-06,17,10858
completedFromNCAA,NCAA D1 Women,0.965593,116,1,104.0,202,1.691,20,2022-03-10,6,10859
completedFromNCAA,NCAA D1 Women,0.528548,202,3,115.0,176,8.17,17,2022-03-16,16,10860
completedFromNCAA,NCAA D1 Women,0.361319,202,0,81.0,93,12.277,12,2022-03-18,11,10861
completedFromNCAA,NCAA D1 Women,0.973921,154,1,140.0,202,0.905,13,2022-03-23,7,10862
completedFromNCAA,NCAA D1 Women,0.484516,202,1,166.0,128,25.862,19,2022-03-27,13,10863
completedFromNCAA,NCAA D1 Women,0.0503002,202,1,111.0,116,39.672,10,2022-04-16,14,10864
completedFromNCAA,NCAA D1 Women,0.553253,176,5,65.0,202,9.1,12,2022-04-23,11,10865
scheduled,NCAA D1 Women,0.0131139,202,,,154,,,2022-04-30,,10866
completedFromNCAA,NCAA D1 Women,0.146527,193,1,120.0,144,61.708,5,2022-02-19,14,10867
completedFromNCAA,NCAA D1 Women,0.888211,152,1,110.0,193,2.447,13,2022-02-23,11,10868
completedFromNCAA,NCAA D1 Women,0.194242,193,1,100.0,156,30.06,10,2022-03-02,12,10869
completedFromNCAA,NCAA D1 Women,0.0580502,193,1,140.0,130,60.509,6,2022-03-09,16,10870
completedFromNCAA,NCAA D1 Women,0.0833974,193,1,155.0,192,56.705,7,2022-03-19,15,10871
completedFromNCAA,NCAA D1 Women,0.500402,160,0,116.0,193,8.799,16,2022-03-23,15,10872
completedFromNCAA,NCAA D1 Women,0.634741,193,1,132.0,96,5.957,14,2022-03-29,13,10873
completedFromNCAA,NCAA D1 Women,0.0072807,193,1,139.0,194,60.941,7,2022-04-02,21,10874
completedFromNCAA,NCAA D1 Women,0.996305,197,1,144.0,193,0.156,22,2022-04-09,9,10875
completedFromNCAA,NCAA D1 Women,0.00961686,193,1,127.0,190,54.742,8,2022-04-13,18,10876
completedFromNCAA,NCAA D1 Women,0.0484933,193,1,129.0,191,56.636,7,2022-04-16,16,10877
completedFromNCAA,NCAA D1 Women,0.99786,198,1,133.0,193,0.132,21,2022-04-20,2,10878
completedFromNCAA,NCAA D1 Women,0.000267534,193,1,132.0,195,56.069,2,2022-04-23,20,10879
completedFromNCAA,NCAA D1 Women,0.262465,182,1,114.0,164,15.065,15,2022-02-27,14,10880
completedFromNCAA,NCAA D1 Women,0.0260011,155,1,122.0,182,59.85,5,2022-03-08,16,10881
completedFromNCAA,NCAA D1 Women,0.375862,194,0,118.0,182,76.541,7,2022-03-12,20,10882
completedFromNCAA,NCAA D1 Women,0.425935,169,4,98.0,182,20.382,15,2022-03-20,16,10883
completedFromNCAA,NCAA D1 Women,0.979884,115,1,137.0,182,0.804,17,2022-03-26,6,10884
completedFromNCAA,NCAA D1 Women,0.0918071,182,1,118.0,183,57.055,4,2022-03-30,12,10885
completedFromNCAA,NCAA D1 Women,0.966901,182,1,108.0,175,1.317,13,2022-04-02,5,10886
completedFromNCAA,NCAA D1 Women,0.0965668,179,0,112.0,182,45.051,10,2022-04-16,7,10887
completedFromNCAA,NCAA D1 Women,0.0457653,177,1,124.0,182,58.784,12,2022-04-20,22,10888
completedFromNCAA,NCAA D1 Women,0.699013,182,1,63.0,180,11.685,14,2022-04-23,11,10889
scheduled,NCAA D1 Women,0.68725,181,,,182,,,2022-04-27,,10890
completedFromNCAA,NCAA D1 Women,0.94086,172,0,154.0,184,2.772,18,2022-02-12,7,10891
completedFromNCAA,NCAA D1 Women,0.33135,160,0,182.0,184,51.311,13,2022-03-08,18,10892
completedFromNCAA,NCAA D1 Women,0.536786,186,0,185.0,184,18.552,11,2022-03-11,7,10893
completedFromNCAA,NCAA D1 Women,0.979036,189,1,139.0,184,1.045,21,2022-03-13,5,10894
completedFromNCAA,NCAA D1 Women,0.00465061,184,1,123.0,188,52.752,9,2022-03-18,19,10895
completedFromNCAA,NCAA D1 Women,0.416683,184,5,88.0,187,10.791,15,2022-03-20,14,10896
completedFromNCAA,NCAA D1 Women,0.768643,185,1,160.0,184,10.45,17,2022-03-25,10,10897
completedFromNCAA,NCAA D1 Women,0.420409,184,2,134.0,140,47.255,10,2022-04-03,14,10898
completedFromNCAA,NCAA D1 Women,0.998563,188,1,150.0,184,0.051,20,2022-04-08,11,10899
completedFromNCAA,NCAA D1 Women,0.62556,187,1,151.0,184,60.481,17,2022-04-10,23,10900
completedFromNCAA,NCAA D1 Women,0.439212,184,0,166.0,186,60.302,8,2022-04-15,15,10901
completedFromNCAA,NCAA D1 Women,0.0102751,184,1,131.0,189,46.993,9,2022-04-17,16,10902
completedFromNCAA,NCAA D1 Women,0.261369,184,0,157.0,185,30.283,13,2022-04-22,15,10903
scheduled,NCAA D1 Women,0.927381,173,,,184,,,2022-04-30,,10904
completedFromNCAA,NCAA D1 Women,0.991849,183,1,134.0,163,0.407,21,2022-02-20,2,10905
completedFromNCAA,NCAA D1 Women,0.859164,183,1,124.0,164,7.583,20,2022-02-23,7,10906
completedFromNCAA,NCAA D1 Women,0.962671,183,1,132.0,165,1.594,18,2022-03-02,5,10907
completedFromNCAA,NCAA D1 Women,0.994469,183,1,127.0,159,0.275,22,2022-03-17,2,10908
completedFromNCAA,NCAA D1 Women,0.992127,183,1,162.0,179,0.326,16,2022-03-26,5,10909
completedFromNCAA,NCAA D1 Women,0.913678,183,1,80.0,181,3.268,13,2022-04-09,7,10910
completedFromNCAA,NCAA D1 Women,0.898523,115,0,99.0,183,5.731,15,2022-04-16,5,10911
completedFromNCAA,NCAA D1 Women,0.0586571,180,0,189.0,183,51.717,7,2022-04-20,14,10912
scheduled,NCAA D1 Women,0.999132,183,,,177,,,2022-04-27,,10913
scheduled,NCAA D1 Women,0.00123974,175,,,183,,,2022-04-30,,10914
completedFromNCAA,NCAA D1 Women,0.452552,167,1,85.0,180,20.018,8,2022-02-19,9,10915
completedFromNCAA,NCAA D1 Women,0.24425,167,3,92.0,181,38.632,8,2022-02-23,11,10916
completedFromNCAA,NCAA D1 Women,0.639269,167,0,161.0,158,5.868,13,2022-03-01,12,10917
completedFromNCAA,NCAA D1 Women,0.243699,167,4,106.0,177,11.048,19,2022-03-09,12,10918
completedFromNCAA,NCAA D1 Women,0.239257,167,0,134.0,169,71.355,7,2022-03-26,19,10919
completedFromNCAA,NCAA D1 Women,0.589666,172,0,155.0,167,59.848,7,2022-03-30,13,10920
completedFromNCAA,NCAA D1 Women,0.332787,166,2,82.0,167,19.699,8,2022-04-02,9,10921
completedFromNCAA,NCAA D1 Women,0.0639912,170,1,163.0,167,60.869,9,2022-04-06,19,10922
completedFromNCAA,NCAA D1 Women,0.651462,167,2,157.0,165,14.553,20,2022-04-09,15,10923
completedFromNCAA,NCAA D1 Women,0.145821,168,1,108.0,167,18.57,12,2022-04-13,13,10924
completedFromNCAA,NCAA D1 Women,0.801342,167,1,59.0,171,3.706,10,2022-04-16,9,10925
completedFromNCAA,NCAA D1 Women,0.561558,167,0,121.0,164,48.226,7,2022-04-20,11,10926
completedFromNCAA,NCAA D1 Women,0.15014,163,1,108.0,167,29.027,10,2022-04-23,12,10927
completedFromNCAA,NCAA D1 Women,0.271647,168,0,143.0,944,44.346,12,2022-02-18,5,10928
completedFromNCAA,NCAA D1 Women,0.820232,197,1,96.0,168,5.231,16,2022-03-02,13,10929
