devittes,sog,faceoff_win_rate,on_keeper_sog_faced,expected_goals_allowed,player,faceoffs_taken,usage_adjusted_EGA,EGA_per_game,shooting_pct,EGA,excess_saves,games_appeared_in,share_of_team_assists,save_pct,turnover_rate,faceoff_EGA,faceoff_wins,team_play_shares,penalties,caused_turnovers,excess_saves_per_sog,goals_allowed,excess_goals_scored,team_ID,assists,goals,offensive_EGA,excess_goals_per_shot,sog_faced,ID,turnovers,team_listed_role,shots_faced,defensive_EGA,faceoff_losses,weighted_team_play_shares,expected_goals_scored,on_keeper_rate_faced,sog_rate,seasons_played,sog_rate_faced,gbs,shots
35.0,60.0,,,,Daniel Maltz,0.0,1.94644,1.93009,0.526316,30.8814,,16.0,0.0641026,,0.532369,0.0,0,0.0495798,0.0,5.0,,,4.6347,3,10.0,40.0,27.7754,0.0609829,,1523,15.0,A,,3.10599,0,0.0617555,35.3653,,0.789474,3.0,,12.0,76.0
1.0,1.0,,,,Ryan Siracusa,0.0,14.2125,0.358297,0.0,0.716595,,2.0,0.00641026,,0.0,0.0,0,0.0012605,0.0,0.0,,,-0.529267,3,1.0,0.0,0.526657,-0.529267,,16164,0.0,A,,0.189938,0,0.00196995,0.529267,,1.0,2.0,,1.0,1.0
-3.0,0.0,,,,Alex Smith,0.0,0.478986,0.0885521,0.0,0.885521,,10.0,0.0,,0.589432,0.379876,0,0.0092437,4.0,4.0,,,-0.635746,3,0.0,0.0,-0.115583,-0.317873,,1537,3.0,M,,0.621228,0,0.0111554,0.635746,,0.0,5.0,,9.0,2.0
,,,,,Jack Brennan,,,,,,,,,,,,,,,,,,,3,,,,,,1528,,A,,,,,,,,6.0,,,
0.0,0.0,0.0,,,Michael Roche,1.0,0.0,0.0,,0.0,,1.0,0.0,,0.0,0.0,0,0.000420168,0.0,0.0,,,,3,0.0,0.0,0.0,,,16165,0.0,M,,0.0,1,0.000114532,,,,2.0,,0.0,0.0
-12.0,1.0,,,,Brett Makar,0.0,0.798999,0.557285,0.0,8.91656,,16.0,0.00641026,,0.647189,0.379876,0,0.034874,4.0,15.0,,,-0.923943,3,1.0,0.0,-1.31095,-0.461972,,1532,13.0,D,,9.84764,0,0.044026,0.923943,,0.5,4.0,,48.0,2.0
0.0,0.0,,,,BJ Burlace,0.0,22.6026,0.189938,,0.189938,,1.0,0.0,,0.0,0.0,0,0.000420168,0.0,0.0,,,,3,0.0,0.0,0.0,,,16166,0.0,D,,0.189938,0,0.000572659,,,,2.0,,1.0,0.0
1.0,0.0,,,,Daniel Kelly,0.0,59.5,0.5,,0.5,,1.0,0.00641026,,0.0,0.0,0,0.000420168,0.0,0.0,,,,3,1.0,0.0,0.5,,,16167,0.0,A,,0.0,0,0.000916254,,,,2.0,,0.0,0.0
,,,,,Nick Redd,,,,,,,,,,,,,,,,,,,3,,,,,,16168,,D,,,,,,,,2.0,,,
-1.0,0.0,,,,Dawson Wynne,0.0,0.676378,0.0113677,,0.0227354,,2.0,0.0,,2.12632,0.0,0,0.000840336,0.0,0.0,,,,3,0.0,0.0,-0.167203,,,2557,1.0,M,,0.189938,0,0.00103079,,,,3.0,,1.0,0.0
,,,,,Jackson Marshall,,,,,,,,,,,,,,,,,,,3,,,,,,16169,,G,,,,,,,,2.0,,,
0.0,0.0,,,,King Ripley,0.0,11.3013,0.189938,,0.379876,,2.0,0.0,,0.0,0.0,0,0.000840336,0.0,0.0,,,,3,0.0,0.0,0.0,,,16170,0.0,M,,0.379876,0,0.00114532,,,,2.0,,2.0,0.0
0.0,0.0,,,,Jack McDonald,0.0,22.6026,0.189938,,0.189938,,1.0,0.0,,0.0,0.0,0,0.000420168,0.0,0.0,,,,3,0.0,0.0,0.0,,,16171,0.0,D,,0.189938,0,0.000572659,,,,2.0,,1.0,0.0
-2.0,2.0,0.451613,,,Luke Wierman,191.0,1.01582,2.09992,0.2,25.1991,,12.0,0.00641026,,0.16677,23.2237,87,0.103361,0.0,2.0,,,-1.13037,3,1.0,1.0,1.45472,-0.226075,,16172,4.0,M,,0.520634,104,0.0525701,2.13037,,0.4,2.0,,43.0,5.0
-4.0,0.0,,,,Nick Grill,0.0,1.20098,0.686272,,10.9803,,16.0,0.00641026,,0.299951,1.32957,0,0.0285714,0.0,19.0,,,,3,1.0,0.0,-0.328594,,,1531,5.0,D,,9.97938,0,0.0365356,,,,5.0,,43.0,0.0
0.0,1.0,,,,Nicholas DeMaio,0.0,4.8483,0.244452,0.0,0.977808,,4.0,0.0,,0.0,0.0,0,0.00252101,0.0,0.0,,,-2.29579,3,0.0,0.0,0.977808,-0.382632,,2554,0.0,A,,0.0,0,0.0028862,2.29579,,0.166667,2.0,,0.0,6.0
,,,,,Grant Hansen,,,,,,,,,,,,,,,,,,,3,,,,,,16173,,M,,,,,,,,1.0,,,
1.0,1.0,,,,Jake Higgins,0.0,3.03944,0.434206,1.0,3.47365,,8.0,0.00641026,,0.227279,0.759752,0,0.00714286,1.0,1.0,,,0.460852,3,1.0,1.0,1.35713,0.460852,,1526,1.0,M,,1.35677,0,0.00964358,0.539148,,1.0,5.0,,12.0,1.0
0.0,0.0,0.2,,,Joel Trucksess,5.0,2.08542,0.0876226,,0.175245,,2.0,0.0,,0.0,0.175245,1,0.00210084,0.0,0.0,,,,3,0.0,0.0,0.0,,,2508,0.0,M,,0.0,4,0.000572659,,,,4.0,,0.0,0.0
2.0,5.0,,,,Eric Holden,0.0,3.51643,0.531896,0.333333,4.78707,,9.0,0.0128205,,0.669122,0.0,0,0.00756303,0.0,0.0,,,-0.81953,3,2.0,3.0,4.02732,-0.0910589,,728,3.0,A,,0.759752,0,0.00982683,3.81953,,0.555556,5.0,,4.0,9.0
12.0,28.0,,,,Griffin Brown,0.0,1.98042,0.931964,0.394737,14.9114,,16.0,0.0192308,,0.460021,0.0,0,0.0235294,2.0,1.0,,,-2.33085,3,3.0,15.0,14.32,-0.0613383,,821,6.0,A,,0.591418,0,0.0285871,17.3309,,0.736842,5.0,,6.0,38.0
,,,,,Michael Ubriaco,,,,,,,,,,,,,,,,,,,3,,,,,,2792,,D,,,,,,,,2.0,,,
