Position,2PtGoals,Assists,CausedTurnovers,FaceoffLosses,FaceoffPercentage,FaceoffWins,FirstName,Goals,GoalsAgainst,GroundBalls,LastName,SavePercentage,Saves,Turnovers,score,Team,AwayScoreFinal,AwayTeam,HomeScoreFinal,HomeTeam,GameDateTime,Missed2PtGoals,MissedGoals,game_name
Midfield,0,2,0,0,0,0,Ned,2,0,0,Crotty,0,0,2,14,Chrome,11,Redwoods,12,Chrome,7/28/2020 21:30,0,0,Chrome_Redwoods_07_28_2020
Midfield,0,1,0,0,0,0,Will,0,0,2,Haus,0,0,0,7,Chrome,11,Redwoods,12,Chrome,7/28/2020 21:30,0,0,Chrome_Redwoods_07_28_2020
Midfield,0,0,0,0,0,0,Sam,0,0,1,Duggan,0,0,0,1,Chrome,11,Redwoods,12,Chrome,7/28/2020 21:30,0,0,Chrome_Redwoods_07_28_2020
Midfield,0,0,0,0,0,0,Greg,0,0,0,Coholan,0,0,0,0,Chrome,11,Redwoods,12,Chrome,7/28/2020 21:30,0,0,Chrome_Redwoods_07_28_2020
Attack,0,0,0,0,0,0,Austin,0,0,1,Staats,0,0,1,-1,Chaos,7,Chaos,8,Redwoods,7/29/2020 23:00,NA,NA,Redwoods_Chaos_07_29_2020
Attack,0,0,0,0,0,0,Connor,1,0,0,Fields,0,0,1,2,Chaos,7,Chaos,8,Redwoods,7/29/2020 23:00,NA,NA,Redwoods_Chaos_07_29_2020
Attack,0,2,0,0,0,0,Curtis,1,0,3,Dickson,0,0,1,15,Chaos,7,Chaos,8,Redwoods,7/29/2020 23:00,NA,NA,Redwoods_Chaos_07_29_2020
Attack,0,0,2,0,0,0,Josh,2,0,1,Byrne,0,0,2,19,Chaos,7,Chaos,8,Redwoods,7/29/2020 23:00,NA,NA,Redwoods_Chaos_07_29_2020
Attack,0,0,0,0,0,0,Miles,0,0,0,Thompson,0,0,1,-2,Chaos,7,Chaos,8,Redwoods,7/29/2020 23:00,NA,NA,Redwoods_Chaos_07_29_2020
Defense,0,0,0,0,0,0,Dan,0,0,0,Coates,0,0,0,0,Chaos,7,Chaos,8,Redwoods,7/29/2020 23:00,NA,NA,Redwoods_Chaos_07_29_2020
Defense,0,0,2,0,0,0,Jack,0,0,3,Rowlett,0,0,1,15,Chaos,7,Chaos,8,Redwoods,7/29/2020 23:00,NA,NA,Redwoods_Chaos_07_29_2020
Defense,0,0,0,0,0,0,Jarrod,0,0,1,Neumann,0,0,3,-5,Chaos,7,Chaos,8,Redwoods,7/29/2020 23:00,NA,NA,Redwoods_Chaos_07_29_2020
Defense,0,0,0,0,0,0,Johnny,0,0,0,Surdick,0,0,0,0,Chaos,7,Chaos,8,Redwoods,7/29/2020 23:00,NA,NA,Redwoods_Chaos_07_29_2020
Defense,0,0,0,0,0,0,Matt,0,0,3,Rees,0,0,1,1,Chaos,7,Chaos,8,Redwoods,7/29/2020 23:00,NA,NA,Redwoods_Chaos_07_29_2020
Defense,1,0,0,0,0,0,Troy,0,0,5,Reh,0,0,0,12,Chaos,7,Chaos,8,Redwoods,7/29/2020 23:00,NA,NA,Redwoods_Chaos_07_29_2020
Defense,0,0,1,0,0,0,Tyson,0,0,0,Bell,0,0,0,7,Chaos,7,Chaos,8,Redwoods,7/29/2020 23:00,NA,NA,Redwoods_Chaos_07_29_2020
Defense,0,0,0,0,0,0,Jason,0,0,0,Noble,0,0,0,0,Chaos,7,Chaos,8,Redwoods,7/29/2020 23:00,NA,NA,Redwoods_Chaos_07_29_2020
Faceoff,0,0,0,5,70.58823529,12,Thomas,0,0,2,Kelly,0,0,0,19,Chaos,7,Chaos,8,Redwoods,7/29/2020 23:00,NA,NA,Redwoods_Chaos_07_29_2020
Faceoff,0,0,0,0,0,0,Austin,0,0,0,Henningsen,0,0,0,0,Chaos,7,Chaos,8,Redwoods,7/29/2020 23:00,NA,NA,Redwoods_Chaos_07_29_2020
Goalie,0,0,0,0,0,0,Blaze,0,7,0,Riorden,73.07692308,19,0,17,Chaos,7,Chaos,8,Redwoods,7/29/2020 23:00,NA,NA,Redwoods_Chaos_07_29_2020
Goalie,0,0,0,0,0,0,Dillon,0,0,0,Ward,0,0,0,0,Chaos,7,Chaos,8,Redwoods,7/29/2020 23:00,NA,NA,Redwoods_Chaos_07_29_2020
Midfield,0,0,0,0,0,0,Dhane,0,0,0,Smith,0,0,1,-2,Chaos,7,Chaos,8,Redwoods,7/29/2020 23:00,NA,NA,Redwoods_Chaos_07_29_2020
Midfield,0,0,1,0,0,0,Eric,0,0,1,Scott,0,0,1,6,Chaos,7,Chaos,8,Redwoods,7/29/2020 23:00,NA,NA,Redwoods_Chaos_07_29_2020
Midfield,0,0,1,0,0,0,Jake,1,0,2,Froccaro,0,0,2,9,Chaos,7,Chaos,8,Redwoods,7/29/2020 23:00,NA,NA,Redwoods_Chaos_07_29_2020
Midfield,0,0,0,0,0,0,Kevin,0,0,1,Buchanan,0,0,1,-1,Chaos,7,Chaos,8,Redwoods,7/29/2020 23:00,NA,NA,Redwoods_Chaos_07_29_2020
Midfield,0,0,2,0,0,0,Mark,0,0,3,Glicini,0,0,0,17,Chaos,7,Chaos,8,Redwoods,7/29/2020 23:00,NA,NA,Redwoods_Chaos_07_29_2020
Midfield,0,0,0,0,0,0,Patrick,0,0,2,Resch,0,0,1,0,Chaos,7,Chaos,8,Redwoods,7/29/2020 23:00,NA,NA,Redwoods_Chaos_07_29_2020
Midfield,0,0,0,0,0,0,Sergio,0,0,2,Salcido,0,0,0,2,Chaos,7,Chaos,8,Redwoods,7/29/2020 23:00,NA,NA,Redwoods_Chaos_07_29_2020
Attack,0,0,0,0,0,0,Clarke,1,0,1,Petterson,0,0,0,5,Redwoods,7,Chaos,8,Redwoods,7/29/2020 23:00,0,0,Redwoods_Chaos_07_29_2020
Attack,0,0,0,0,0,0,Jules,0,0,0,Heningburg,0,0,0,0,Redwoods,7,Chaos,8,Redwoods,7/29/2020 23:00,0,0,Redwoods_Chaos_07_29_2020
Attack,0,0,0,0,0,0,Matt,0,0,2,Kavanagh,0,0,3,-4,Redwoods,7,Chaos,8,Redwoods,7/29/2020 23:00,0,0,Redwoods_Chaos_07_29_2020
Attack,0,0,0,0,0,0,Ryder,2,0,0,Garnsey,0,0,1,6,Redwoods,7,Chaos,8,Redwoods,7/29/2020 23:00,0,0,Redwoods_Chaos_07_29_2020
Attack,0,0,0,0,0,0,Brendan,1,0,0,Gleason,0,0,0,4,Redwoods,7,Chaos,8,Redwoods,7/29/2020 23:00,0,0,Redwoods_Chaos_07_29_2020
Defense,0,0,0,0,0,0,Eddy,0,0,0,Glazener,0,0,0,0,Redwoods,7,Chaos,8,Redwoods,7/29/2020 23:00,0,0,Redwoods_Chaos_07_29_2020
Defense,0,0,0,0,0,0,Garrett,0,0,0,Epple,0,0,0,0,Redwoods,7,Chaos,8,Redwoods,7/29/2020 23:00,0,0,Redwoods_Chaos_07_29_2020
Defense,0,0,1,0,0,0,John,0,0,1,Sexton,0,0,0,8,Redwoods,7,Chaos,8,Redwoods,7/29/2020 23:00,0,0,Redwoods_Chaos_07_29_2020
Defense,0,0,0,0,0,0,Larken,0,0,0,Kemp,0,0,0,0,Redwoods,7,Chaos,8,Redwoods,7/29/2020 23:00,0,0,Redwoods_Chaos_07_29_2020
Defense,0,0,0,0,0,0,Finn,0,0,0,Sullivan,0,0,0,0,Redwoods,7,Chaos,8,Redwoods,7/29/2020 23:00,0,0,Redwoods_Chaos_07_29_2020
Defense,0,0,1,0,0,0,Chris,0,0,0,Price,0,0,0,7,Redwoods,7,Chaos,8,Redwoods,7/29/2020 23:00,0,0,Redwoods_Chaos_07_29_2020
Faceoff,0,1,0,5,37.5,3,Greg,0,0,0,Puskuldjian,0,0,0,8,Redwoods,7,Chaos,8,Redwoods,7/29/2020 23:00,0,0,Redwoods_Chaos_07_29_2020
Faceoff,0,0,0,7,22.22222222,2,Peyton,0,0,0,Smith,0,0,0,-2,Redwoods,7,Chaos,8,Redwoods,7/29/2020 23:00,0,0,Redwoods_Chaos_07_29_2020
Goalie,0,0,0,0,0,0,Gunnar,0,0,0,Waldt,0,0,0,0,Redwoods,7,Chaos,8,Redwoods,7/29/2020 23:00,0,0,Redwoods_Chaos_07_29_2020
Goalie,0,0,0,0,0,0,Tim,0,6,2,Troutner,76,19,1,19,Redwoods,7,Chaos,8,Redwoods,7/29/2020 23:00,0,0,Redwoods_Chaos_07_29_2020
Midfield,0,2,0,0,0,0,Myles,1,0,1,Jones,0,0,4,7,Redwoods,7,Chaos,8,Redwoods,7/29/2020 23:00,0,0,Redwoods_Chaos_07_29_2020
Midfield,0,0,0,0,0,0,Brent,0,0,1,Adams,0,0,1,-1,Redwoods,7,Chaos,8,Redwoods,7/29/2020 23:00,0,0,Redwoods_Chaos_07_29_2020
Midfield,0,1,1,0,0,0,Jack,0,0,1,Near,0,0,0,13,Redwoods,7,Chaos,8,Redwoods,7/29/2020 23:00,0,0,Redwoods_Chaos_07_29_2020
Midfield,0,1,0,0,0,0,Joe,1,0,0,Walters,0,0,1,7,Redwoods,7,Chaos,8,Redwoods,7/29/2020 23:00,0,0,Redwoods_Chaos_07_29_2020
Midfield,0,0,0,0,0,0,Kyle,0,0,1,Harrison,0,0,0,1,Redwoods,7,Chaos,8,Redwoods,7/29/2020 23:00,0,0,Redwoods_Chaos_07_29_2020
Midfield,0,0,1,0,0,0,Nick,0,0,1,Ossello,0,0,0,8,Redwoods,7,Chaos,8,Redwoods,7/29/2020 23:00,0,0,Redwoods_Chaos_07_29_2020
Midfield,0,0,0,0,0,0,Patrick,0,0,1,Harbeson,0,0,1,-1,Redwoods,7,Chaos,8,Redwoods,7/29/2020 23:00,0,0,Redwoods_Chaos_07_29_2020
Midfield,1,0,0,0,0,0,Sergio,0,0,0,Perkovic,0,0,0,7,Redwoods,7,Chaos,8,Redwoods,7/29/2020 23:00,0,0,Redwoods_Chaos_07_29_2020
Midfield,0,0,1,0,0,0,Tyler,0,0,0,Dunn,0,0,0,7,Redwoods,7,Chaos,8,Redwoods,7/29/2020 23:00,0,0,Redwoods_Chaos_07_29_2020
Midfield,0,0,1,0,0,0,Hugh,0,0,2,Crance,0,0,1,7,Redwoods,7,Chaos,8,Redwoods,7/29/2020 23:00,0,0,Redwoods_Chaos_07_29_2020
Attack,0,0,0,0,0,0,Dylan,0,0,0,Maltz,0,0,0,0,Whipsnakes,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,NA,NA,Redwoods_Whipsnakes_07_25_2020
Attack,0,0,0,0,0,0,Jay,1,0,4,Carlson,0,0,0,8,Whipsnakes,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,NA,NA,Redwoods_Whipsnakes_07_25_2020
Attack,0,2,0,0,0,0,Matt,1,0,0,Rambo,0,0,3,8,Whipsnakes,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,NA,NA,Redwoods_Whipsnakes_07_25_2020
Attack,0,1,0,0,0,0,Brad,1,0,1,Smith,0,0,2,6,Whipsnakes,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,NA,NA,Redwoods_Whipsnakes_07_25_2020
Attack,0,0,0,0,0,0,Zed,3,0,1,Williams,0,0,3,7,Whipsnakes,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,NA,NA,Redwoods_Whipsnakes_07_25_2020
Defense,0,0,0,0,0,0,Brett,0,0,0,Schmidt,0,0,0,0,Whipsnakes,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,NA,NA,Redwoods_Whipsnakes_07_25_2020
Defense,0,0,0,0,0,0,Bryce,0,0,4,Young,0,0,0,4,Whipsnakes,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,NA,NA,Redwoods_Whipsnakes_07_25_2020
Defense,0,0,0,0,0,0,Matthew,0,0,1,Dunn,0,0,1,-1,Whipsnakes,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,NA,NA,Redwoods_Whipsnakes_07_25_2020
Defense,0,1,3,0,0,0,Michael,0,0,7,Ehrhardt,0,0,0,33,Whipsnakes,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,NA,NA,Redwoods_Whipsnakes_07_25_2020
Defense,0,0,0,0,0,0,Tim,1,0,1,Muller,0,0,0,5,Whipsnakes,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,NA,NA,Redwoods_Whipsnakes_07_25_2020
Defense,0,0,0,0,0,0,Sean,0,0,0,New,0,0,0,0,Whipsnakes,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,NA,NA,Redwoods_Whipsnakes_07_25_2020
Faceoff,0,0,0,7,66.66666667,14,Joseph,2,0,2,Nardella,0,0,1,23,Whipsnakes,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,NA,NA,Redwoods_Whipsnakes_07_25_2020
Goalie,0,0,0,0,0,0,Jacob,0,0,0,Stover,0,0,0,0,Whipsnakes,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,NA,NA,Redwoods_Whipsnakes_07_25_2020
Goalie,0,0,0,0,0,0,Kyle,0,8,3,Bernlohr,65.2173913,15,0,18,Whipsnakes,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,NA,NA,Redwoods_Whipsnakes_07_25_2020
Midfield,0,0,0,0,0,0,Max,1,0,1,Tuttle,0,0,0,5,Whipsnakes,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,NA,NA,Redwoods_Whipsnakes_07_25_2020
Midfield,0,0,0,0,0,0,Isaac,0,0,0,Paparo,0,0,0,0,Whipsnakes,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,NA,NA,Redwoods_Whipsnakes_07_25_2020
Midfield,0,0,0,0,0,0,Jake,0,0,0,Bernhardt,0,0,0,0,Whipsnakes,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,NA,NA,Redwoods_Whipsnakes_07_25_2020
Midfield,0,0,0,0,0,0,Jeremy,0,0,0,Sieverts,0,0,0,0,Whipsnakes,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,NA,NA,Redwoods_Whipsnakes_07_25_2020
Midfield,0,0,0,0,0,0,Joe,1,0,1,Locascio,0,0,1,3,Whipsnakes,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,NA,NA,Redwoods_Whipsnakes_07_25_2020
Midfield,0,0,0,0,0,0,John,2,0,2,Haus,0,0,3,4,Whipsnakes,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,NA,NA,Redwoods_Whipsnakes_07_25_2020
Midfield,0,0,0,1,0,1,Joseph,0,0,0,McCallion,0,0,0,0.5,Whipsnakes,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,NA,NA,Redwoods_Whipsnakes_07_25_2020
Midfield,0,1,0,0,0,0,Mike,0,0,1,Chanenchuk,0,0,2,2,Whipsnakes,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,NA,NA,Redwoods_Whipsnakes_07_25_2020
Midfield,0,0,0,0,0,0,Tyler,0,0,2,Warner,0,0,0,2,Whipsnakes,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,NA,NA,Redwoods_Whipsnakes_07_25_2020
Midfield,0,0,0,0,0,0,TJ,0,0,0,Comizio,0,0,1,-2,Whipsnakes,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,NA,NA,Redwoods_Whipsnakes_07_25_2020
Midfield,0,0,0,0,0,0,Matt,0,0,0,Hubler,0,0,0,0,Whipsnakes,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,NA,NA,Redwoods_Whipsnakes_07_25_2020
Attack,0,0,0,0,0,0,Clarke,2,0,0,Petterson,0,0,0,8,Redwoods,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,0,0,Redwoods_Whipsnakes_07_25_2020
Attack,0,0,0,0,0,0,Jules,0,0,0,Heningburg,0,0,0,0,Redwoods,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,0,0,Redwoods_Whipsnakes_07_25_2020
Attack,0,1,0,0,0,0,Matt,2,0,1,Kavanagh,0,0,1,12,Redwoods,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,0,0,Redwoods_Whipsnakes_07_25_2020
Attack,0,1,0,0,0,0,Ryder,0,0,0,Garnsey,0,0,0,5,Redwoods,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,0,0,Redwoods_Whipsnakes_07_25_2020
Attack,0,0,0,0,0,0,Brendan,0,0,0,Gleason,0,0,0,0,Redwoods,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,0,0,Redwoods_Whipsnakes_07_25_2020
Defense,0,0,0,0,0,0,Eddy,0,0,2,Glazener,0,0,0,2,Redwoods,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,0,0,Redwoods_Whipsnakes_07_25_2020
Defense,0,0,3,0,0,0,Garrett,0,0,5,Epple,0,0,2,22,Redwoods,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,0,0,Redwoods_Whipsnakes_07_25_2020
Defense,0,0,2,0,0,0,John,0,0,1,Sexton,0,0,0,15,Redwoods,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,0,0,Redwoods_Whipsnakes_07_25_2020
Defense,0,0,0,0,0,0,Larken,0,0,0,Kemp,0,0,0,0,Redwoods,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,0,0,Redwoods_Whipsnakes_07_25_2020
Defense,0,0,1,0,0,0,Finn,0,0,1,Sullivan,0,0,0,8,Redwoods,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,0,0,Redwoods_Whipsnakes_07_25_2020
Defense,0,0,0,0,0,0,Chris,0,0,0,Price,0,0,0,0,Redwoods,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,0,0,Redwoods_Whipsnakes_07_25_2020
Faceoff,0,0,0,10,23.07692308,3,Greg,0,0,0,Puskuldjian,0,0,0,-2,Redwoods,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,0,0,Redwoods_Whipsnakes_07_25_2020
Faceoff,0,0,0,3,62.5,5,Peyton,0,0,0,Smith,0,0,1,11,Redwoods,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,0,0,Redwoods_Whipsnakes_07_25_2020
Goalie,0,0,0,0,0,0,Gunnar,0,0,0,Waldt,0,0,0,0,Redwoods,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,0,0,Redwoods_Whipsnakes_07_25_2020
Goalie,0,0,1,0,0,0,Tim,0,13,2,Troutner,35,7,0,12,Redwoods,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,0,0,Redwoods_Whipsnakes_07_25_2020
Midfield,0,1,0,0,0,0,Myles,1,0,0,Jones,0,0,4,1,Redwoods,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,0,0,Redwoods_Whipsnakes_07_25_2020
Midfield,0,0,0,0,0,0,Brent,0,0,3,Adams,0,0,0,3,Redwoods,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,0,0,Redwoods_Whipsnakes_07_25_2020
Midfield,0,0,0,0,0,0,Jack,0,0,1,Near,0,0,0,1,Redwoods,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,0,0,Redwoods_Whipsnakes_07_25_2020
Midfield,0,0,0,0,0,0,Joe,0,0,0,Walters,0,0,1,-2,Redwoods,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,0,0,Redwoods_Whipsnakes_07_25_2020
Midfield,1,0,0,0,0,0,Kyle,0,0,1,Harrison,0,0,0,8,Redwoods,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,0,0,Redwoods_Whipsnakes_07_25_2020
Midfield,0,0,0,2,0,0,Nick,0,0,0,Ossello,0,0,0,-1,Redwoods,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,0,0,Redwoods_Whipsnakes_07_25_2020
Midfield,0,0,2,0,0,0,Patrick,0,0,2,Harbeson,0,0,0,16,Redwoods,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,0,0,Redwoods_Whipsnakes_07_25_2020
Midfield,1,0,0,0,0,0,Sergio,0,0,0,Perkovic,0,0,1,5,Redwoods,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,0,0,Redwoods_Whipsnakes_07_25_2020
Midfield,0,0,0,0,0,0,Tyler,0,0,0,Dunn,0,0,0,0,Redwoods,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,0,0,Redwoods_Whipsnakes_07_25_2020
Midfield,0,0,0,0,0,0,Hugh,0,0,1,Crance,0,0,0,1,Redwoods,13,Whipsnakes,9,Redwoods,7/25/2020 16:00,0,0,Redwoods_Whipsnakes_07_25_2020
Attack,0,0,0,0,0,0,Chris,2,0,0,Cloutier,0,0,1,6,Atlas,11,Atlas,10,Waterdogs,7/26/2020 16:00,NA,NA,Waterdogs_Atlas_07_26_2020
Attack,0,0,1,0,0,0,Eric,4,0,2,Law,0,0,1,23,Atlas,11,Atlas,10,Waterdogs,7/26/2020 16:00,NA,NA,Waterdogs_Atlas_07_26_2020
Attack,0,0,0,0,0,0,James,0,0,0,Pannell,0,0,0,0,Atlas,11,Atlas,10,Waterdogs,7/26/2020 16:00,NA,NA,Waterdogs_Atlas_07_26_2020
Attack,0,0,0,0,0,0,Ryan,2,0,0,Brown,0,0,1,6,Atlas,11,Atlas,10,Waterdogs,7/26/2020 16:00,NA,NA,Waterdogs_Atlas_07_26_2020
Attack,0,3,0,0,0,0,Rob,1,0,2,Pannell,0,0,2,17,Atlas,11,Atlas,10,Waterdogs,7/26/2020 16:00,NA,NA,Waterdogs_Atlas_07_26_2020
Defense,0,0,1,0,0,0,Austin,0,0,3,Pifani,0,0,1,8,Atlas,11,Atlas,10,Waterdogs,7/26/2020 16:00,NA,NA,Waterdogs_Atlas_07_26_2020
Defense,0,0,2,0,0,0,Cade,0,0,4,Van Raaphorst,0,0,1,16,Atlas,11,Atlas,10,Waterdogs,7/26/2020 16:00,NA,NA,Waterdogs_Atlas_07_26_2020
Defense,0,0,0,0,0,0,Callum,0,0,2,Robinson,0,0,0,2,Atlas,11,Atlas,10,Waterdogs,7/26/2020 16:00,NA,NA,Waterdogs_Atlas_07_26_2020
Defense,0,0,0,0,0,0,Kyle,0,0,1,Hartzell,0,0,0,1,Atlas,11,Atlas,10,Waterdogs,7/26/2020 16:00,NA,NA,Waterdogs_Atlas_07_26_2020
Defense,0,0,0,0,0,0,Tucker,0,0,0,Durkin,0,0,0,0,Atlas,11,Atlas,10,Waterdogs,7/26/2020 16:00,NA,NA,Waterdogs_Atlas_07_26_2020
Defense,0,1,0,0,0,0,Craig,0,0,1,Chick,0,0,0,6,Atlas,11,Atlas,10,Waterdogs,7/26/2020 16:00,NA,NA,Waterdogs_Atlas_07_26_2020
Faceoff,0,0,0,13,45.83333333,11,Trevor,0,0,0,Baptiste,0,0,0,5,Atlas,11,Atlas,10,Waterdogs,7/26/2020 16:00,NA,NA,Waterdogs_Atlas_07_26_2020
Goalie,0,0,0,0,0,0,Jack,0,10,1,Concannon,60,15,1,12,Atlas,11,Atlas,10,Waterdogs,7/26/2020 16:00,NA,NA,Waterdogs_Atlas_07_26_2020
Goalie,0,0,0,0,0,0,Scott,0,0,0,Rodgers,0,0,0,0,Atlas,11,Atlas,10,Waterdogs,7/26/2020 16:00,NA,NA,Waterdogs_Atlas_07_26_2020
Midfield,0,0,0,0,0,0,Andrew,0,0,0,Hodgson,0,0,0,0,Atlas,11,Atlas,10,Waterdogs,7/26/2020 16:00,NA,NA,Waterdogs_Atlas_07_26_2020
Midfield,0,0,0,0,0,0,Connor,1,0,0,Buczek,0,0,1,2,Atlas,11,Atlas,10,Waterdogs,7/26/2020 16:00,NA,NA,Waterdogs_Atlas_07_26_2020
Midfield,0,0,0,0,0,0,Jake,0,0,1,Richard,0,0,0,1,Atlas,11,Atlas,10,Waterdogs,7/26/2020 16:00,NA,NA,Waterdogs_Atlas_07_26_2020
Midfield,0,0,0,0,0,0,Joel,0,0,2,Tinney,0,0,1,0,Atlas,11,Atlas,10,Waterdogs,7/26/2020 16:00,NA,NA,Waterdogs_Atlas_07_26_2020
Midfield,0,0,0,0,0,0,John,0,0,0,Crawley,0,0,0,0,Atlas,11,Atlas,10,Waterdogs,7/26/2020 16:00,NA,NA,Waterdogs_Atlas_07_26_2020
Midfield,0,0,2,0,0,0,Kevin,0,0,2,Unterstein,0,0,1,14,Atlas,11,Atlas,10,Waterdogs,7/26/2020 16:00,NA,NA,Waterdogs_Atlas_07_26_2020
Midfield,0,0,0,0,0,0,Paul,0,0,1,Rabil,0,0,0,1,Atlas,11,Atlas,10,Waterdogs,7/26/2020 16:00,NA,NA,Waterdogs_Atlas_07_26_2020
Midfield,0,0,0,1,0,0,Jeremy,0,0,0,Thompson,0,0,0,-0.5,Atlas,11,Atlas,10,Waterdogs,7/26/2020 16:00,NA,NA,Waterdogs_Atlas_07_26_2020
Midfield,0,1,0,0,0,0,Romar,0,0,3,Dennis,0,0,2,4,Atlas,11,Atlas,10,Waterdogs,7/26/2020 16:00,NA,NA,Waterdogs_Atlas_07_26_2020
Midfield,0,0,0,0,0,0,Brent,0,0,0,Noseworthy,0,0,0,0,Atlas,11,Atlas,10,Waterdogs,7/26/2020 16:00,NA,NA,Waterdogs_Atlas_07_26_2020
Midfield,0,1,0,0,0,0,Bryan,1,0,1,Costabile,0,0,1,8,Atlas,11,Atlas,10,Waterdogs,7/26/2020 16:00,NA,NA,Waterdogs_Atlas_07_26_2020
Attack,0,0,0,0,0,0,Christian,0,0,0,Cuccinello,0,0,0,0,Waterdogs,11,Atlas,10,Waterdogs,7/26/2020 16:00,0,0,Waterdogs_Atlas_07_26_2020
Attack,0,2,0,0,0,0,Kieran,2,0,0,McArdle,0,0,2,14,Waterdogs,11,Atlas,10,Waterdogs,7/26/2020 16:00,0,0,Waterdogs_Atlas_07_26_2020
Attack,0,1,0,0,0,0,Wes,0,0,0,Berg,0,0,2,1,Waterdogs,11,Atlas,10,Waterdogs,7/26/2020 16:00,0,0,Waterdogs_Atlas_07_26_2020
Attack,0,1,0,0,0,0,Ben,0,0,0,Reeves,0,0,0,5,Waterdogs,11,Atlas,10,Waterdogs,7/26/2020 16:00,0,0,Waterdogs_Atlas_07_26_2020
Attack,0,1,0,0,0,0,Ryan,2,0,3,Drenner,0,0,2,12,Waterdogs,11,Atlas,10,Waterdogs,7/26/2020 16:00,0,0,Waterdogs_Atlas_07_26_2020
Defense,0,0,1,0,0,0,Noah,0,0,3,Richard,0,0,1,8,Waterdogs,11,Atlas,10,Waterdogs,7/26/2020 16:00,0,0,Waterdogs_Atlas_07_26_2020
Defense,0,0,0,0,0,0,Brodie,0,0,2,Merrill,0,0,0,2,Waterdogs,11,Atlas,10,Waterdogs,7/26/2020 16:00,0,0,Waterdogs_Atlas_07_26_2020
Defense,0,0,1,0,0,0,BJ,0,0,2,Grill,0,0,1,7,Waterdogs,11,Atlas,10,Waterdogs,7/26/2020 16:00,0,0,Waterdogs_Atlas_07_26_2020
Defense,0,0,3,0,0,0,Chris,0,0,1,Sabia,0,0,0,22,Waterdogs,11,Atlas,10,Waterdogs,7/26/2020 16:00,0,0,Waterdogs_Atlas_07_26_2020
Defense,0,0,0,0,0,0,Brian,0,0,0,Karalunas,0,0,0,0,Waterdogs,11,Atlas,10,Waterdogs,7/26/2020 16:00,0,0,Waterdogs_Atlas_07_26_2020
Defense,0,0,0,0,0,0,Patrick,0,0,0,Foley,0,0,0,0,Waterdogs,11,Atlas,10,Waterdogs,7/26/2020 16:00,0,0,Waterdogs_Atlas_07_26_2020
Defense,0,0,0,0,0,0,Ryland,0,0,3,Rees,0,0,1,1,Waterdogs,11,Atlas,10,Waterdogs,7/26/2020 16:00,0,0,Waterdogs_Atlas_07_26_2020
Faceoff,0,0,0,6,50,6,Drew,0,0,0,Simoneau,0,0,0,9,Waterdogs,11,Atlas,10,Waterdogs,7/26/2020 16:00,0,0,Waterdogs_Atlas_07_26_2020
